"","scientificName","speciesKey"
"6575","Banisteriopsis caapi",3191340
"6576","Eragrostis elongata",4141273
"6577","Megaskepasma erythrochlamys",3773061
"6578","Penstemon gentianoides",3171401
"6579","Lippia origanoides",7297353
"6580","Antigonon guatimalense",4034328
"6581","Arthraxon hispidus",5290201
"6582","Zephyranthes lindleyana",2859882
"6583","Alocasia longiloba",5329978
"6584","Lupinus mexiae",3908982
"6585","Axonopus scoparius",2705923
"6586","Ismene narcissiflora",5326961
"6587","Sicana odorifera",2874500
"6588","Alpinia purpurata",5301960
"6589","Oxalis rosea",7156959
"6590","Kaempferia rotunda",5301445
"6591","Chloracantha spinosa",5400922
"6592","Musa textilis",2762907
"6593","Musa velutina",2762971
"6594","Eragrostis viscosa",2705331
"6595","Crotalaria vitellina",2941890
"6596","Falcaria vulgaris",5371782
"6597","Arracacia xanthorrhiza",3034509
"6598","Cnidoscolus aconitifolius",3073512
"6599","Inga acreana",5357584
"6600","Senna aculeata",2957319
"6601","Reimarochloa acuta",9401750
"6602","Orobanche aegyptiaca",3728880
"6603","Corchorus aestuans",3152092
"6604","Kigelia africana",3172561
"6605","Hyptis alata",2926817
"6606","Brosimum alicastrum",2984660
"6607","Calathea allouia",8107795
"6608","Cymbidium aloifolium",5305656
"6609","Lepidagathis alopecuroides",3172921
"6610","Oncidium altissimum",5322394
"6611","Triplaris americana",2706385
"6612","Craniolaria annua",3172625
"6613","Croton argenteus",3054483
"6614","Achyranthes aspera  var. indica",3085168
"6615","Ficus auriculata",9080483
"6616","Piper auritum",3086352
"6617","Pontederia azurea",7764702
"6618","Myroxylon balsamum",7436659
"6619","Erythrina berteroana",5349775
"6620","Triumfetta bogotensis",3152065
"6621","Trimezia caerulea",9256007
"6622","Xiphidium caeruleum",5303594
"6623","Rauvolfia caffra",3618324
"6624","Desmodium cajanifolium",2967395
"6625","Davallia canariensis",4204692
"6626","Bergia capensis",5646095
"6627","Butia capitata",5950060
"6628","Zingiber capitatum",2757052
"6629","Cyclanthera carthagenensis",7388962
"6630","Dioscorea cavenensis",6406374
"6631","Eriochrysis cayanensis",5290103
"6632","Calamus ciliaris",2737961
"6633","Agdestis clematidea",5383981
"6634","Lonicera confusa",5334240
"6635","Bontia daphnoides",5415104
"6636","Paspalum densum",2705566
"6637","Viguiera dentata",5389737
"6638","Potamogeton diversifolius",5301163
"6639","Pandanus dubius",5328028
"6640","Garcinia dulcis",3189565
"6641","Chamaedorea elegans",2734661
"6642","Citharexylum ellipticum",4084792
"6643","Angiopteris evecta",5274878
"6644","Phyllostachys flexuosa",5290164
"6645","Lagerstroemia floribunda",3988950
"6646","Entada gigas",10946982
"6647","Canna glauca",5303128
"6648","Pandanus gracilis",5327849
"6649","Alternanthera halimifolia",8806206
"6650","Nephrolepis hirsutula",2650931
"6651","Corchorus hirtus",2984532
"6652","Ardisia humilis",7330989
"6653","Kalanchoe integra",6441622
"6654","Terminalia ivorensis",3189389
"6655","Calamus jenkinsianus",8716285
"6656","Bromelia karatas",5287967
"6657","Clerodendrum lindleyi",8320063
"6658","Flemingia lineata",5359831
"6659","Sida linifolia",5406748
"6660","Dypsis lutescens",2735601
"6661","Ptychosperma macarthurii",7385087
"6662","Ruellia macrophylla",7263785
"6663","Calamus manan",5294092
"6664","Vigna marina",2982571
"6665","Crotalaria maypurensis",2942232
"6666","Panicum mertensii",7393236
"6667","Cirsium mexicanum",3113283
"6668","Zingiber montanum",2757202
"6669","Leptochloa mucronata",4132253
"6670","Inga mucuna",5358088
"6671","Terminalia muelleri",3189395
"6672","Calamus inermis",5294326
"6673","Eryngium nasturtiifolium",3034403
"6674","Leptochloa nealleyi",2703875
"6675","Begonia nelumbiifolia",2874720
"6676","Odontonema nitidum",3172908
"6677","Pennisetum orientale",8124374
"6678","Pontederia paniculata",2765966
"6679","Poranopsis paniculata",2928472
"6680","Vitex parviflora",2925563
"6681","Bromelia pinguin",5287905
"6682","Pongamia pinnata",2965911
"6683","Cavanillesia platanifolia",4073280
"6684","Spathoglottis plicata",2816456
"6685","Nicotiana plumbaginifolia",2928768
"6686","Zephyranthes puertoricensis",2859830
"6687","Inga punctata",5357665
"6688","Cissus quadrangularis",7130673
"6689","Helenium quadridentatum",5401827
"6690","Typhonium roxburghii",2869636
"6691","Laelia rubescens",5314519
"6692","Inga ruiziana",5357975
"6693","Russelia sarmentosa",3740764
"6694","Psidium oligospermum",5420363
"6695","Dalea scandens",5353083
"6696","Polypodium scolopendrium",4024787
"6697","Rauvolfia serpentina",8366818
"6698","Aphelandra sinclairiana",3776906
"6699","Urena sinuata",7278922
"6700","Physalis solanaceus",7796156
"6701","Costus spicatus",2756925
"6702","Justicia spicigera",3173104
"6703","Trimezia steyermarkii",2749673
"6704","Opizia stolonifera",5677199
"6705","Polyalthia suberosa",3156325
"6706","Sindora supa",2943386
"6707","Solanum tampicense",2929938
"6708","Phaius tankervilleae",2836465
"6709","Pandanus tectorius",7676418
"6710","Sporobolus tenuissimus",2704800
"6711","Aristida ternipes",2706251
"6712","Calamus tetradactylus",5294128
"6713","Ceratopteris thalictroides",2651586
"6714","Ixora thwaitesii",2905362
"6715","Myrmecophila tibicinis",5308714
"6716","Euphorbia trigona",3067098
"6717","Coulteria cubensis",10786450
"6718","Dombeya wallichii",5406688
"6719","Piper aduncum",3086337
"6720","Tinospora baenzigeri",3830870
"6721","Dicliptera tinctoria",5575022
"6722","Clerodendrum calamitosum",3894771
"6723","Asystasia chelonoides",3775264
"6724","Tinospora crispa",3830041
"6725","Cordia curassavica",4060951
"6726","Cyperus cyperoides",8012650
"6727","Clausena excavata",5834596
"6728","Justicia gendarussa",7447231
"6729","Vallaris glabra",5535734
"6730","Citrus japonica",3831801
"6731","Clausena lansium",3190413
"6732","Citrus maxima",3190161
"6733","Mangifera odorata",3190636
"6734","Mucuna platyphylla",2951446
"6735","Oldenlandia pumila",2916211
"6736","Trema tomentosa",7303576
"6737","Panicum trichoides",2705068
"6738","Porana volubilis",5829182
"6739","Trema micrantha",7141666
"6740","Syzygium aromaticum",3183002
"6741","Pouteria campechiana",2884309
"6742","Strophanthus gratus",8685745
"6743","Musa nana",3750363
"6744","Malvaviscus penduliflorus",3152776
"6745","Epiphyllum phyllanthus",5384030
"6746","Vanilla pompona",2803463
"6747","Plumeria pudica",3614691
"6748","Dichondra repens",2928661
"6749","Ichnanthus tenuis",2704499
"6750","Christia vespertilionis",5349925
"6751","Tetraclinis articulata",2684184
"6752","Bassia indica",5568213
"6753","Albizia julibrissin",2973088
"6754","Cistus ladanifer",6438085
"6755","Acacia ligulata",7810872
"6756","Corylus maxima",2876049
"6757","Lathyrus ochrus",5356441
"6758","Hyacinthus orientalis",2772666
"6759","Centranthus ruber  subsp. sibthorpii",2888740
"6760","Solanum incanum",2929691
"6761","Liquidambar styraciflua",3152824
"6762","Trifolium badium",5359018
"6763","Cardamine chelidonia",3046173
"6764","Elaeagnus commutata",3039274
"6765","Psephellus dealbatus",3137829
"6766","Erythronium dens-canis",2752849
"6767","Chamaecytisus elongatus",5354675
"6768","Nepeta x faasenii",7350989
"6769","Orobanche hederae",3733128
"6770","Erechtites hieraciifolia",4221994
"6771","Saxifraga hostii",3755568
"6772","Typha laxmannii",5289503
"6773","Gentiana lutea",3170040
"6774","Crambe maritima",5373533
"6775","Hesperis matronalis  subsp. nivea",3042291
"6776","Salix melanopsis",5373018
"6777","Fragaria moschata",8350369
"6778","Petrosedum ochroleucum",7863397
"6779","Rubus odoratus",2994912
"6780","Cymbalaria pallida",5559837
"6781","Sasa palmata",8362005
"6782","Smyrnium perfoliatum",6027089
"6783","Opuntia phaeacantha",5384038
"6784","Brachypodium pinnatum",5290142
"6785","Arabis procurrens",5550632
"6786","Rumex pseudo-alpinus",8216413
"6787","Calystegia pulchra",10750233
"6788","Leonurus quinquelobatus",7307492
"6789","Toxicodendron radicans",3190628
"6790","Genista sagittalis",5347702
"6791","Rhodotypos scandens",3032442
"6792","Viola septemloba",5331321
"6793","Amelanchier spicata",3023903
"6794","Sisymbrium strictissimum",3046850
"6795","Pinus strobus",5284982
"6796","Viola suavis",7544600
"6797","Rumex triangulivalvis",6391377
"6798","Symphyotrichum x versicolor",3151751
"6799","Primula vulgaris",5414335
"6800","Rubus xanthocarpus",2989336
"6801","Gustavia augusta",5383804
"6802","Ardisia crispa",7169429
"6803","Mimusops elengi",2883768
"6804","Thunbergia erecta",5573496
"6805","Solandra grandiflora",5341822
"6806","Couroupita guianensis",3082562
"6807","Scutellaria havanensis",5341379
"6808","Xanthosoma helleborifolium",5330922
"6809","Scutellaria incarnata",7308720
"6810","Thunbergia laurifolia",5415460
"6811","Achimenes longiflora",6365250
"6812","Bauhinia racemosa",2953160
"6813","Rubus rosifolius  f. coronarius",8234521
"6814","Putranjiva roxburghii",3076079
"6815","Pouteria sapota",2884162
"6816","Hydrocotyle sibthorpioides",8418338
"6817","Cochlospermum vitifolium",2874865
"6818","Abies alba",10600803
"6819","Galium album",2913930
"6820","Sorbus aria",9306058
"6821","Melampyrum arvense",7331741
"6822","Meum athamanticum",6026490
"6823","Veronica teucrium",3725062
"6824","Colchicum autumnale",2739622
"6825","Crepis biennis",5403531
"6826","Scilla bifolia",2767506
"6827","Bunium bulbocastanum",3034501
"6828","Noccaea caerulescens subsp. caerulescens",3045463
"6829","Sedum dasyphyllum",7172720
"6830","Polygonum divaricatum",5334315
"6831","Abies grandis",2685524
"6832","Trifolium hybridum  subsp. elegans",6109535
"6833","Petasites hybridus",9490132
"6834","Nuphar japonica",3697787
"6835","Aucuba japonica",3033077
"6836","Galeopsis ladanum  subsp. angustifolia",5341309
"6837","Populus laurifolia",3803716
"6838","Bromus lepidus",2703711
"6839","Orobanche rubi",3731228
"6840","Filago lutescens",3115897
"6841","Sedum lydium",5690814
"6842","Arum maculatum",5330580
"6843","Astrantia major",3034915
"6844","Plantago major  subsp. intermedia",7303081
"6845","Fritillaria meleagris",7811415
"6846","Abies nordmanniana",2685552
"6847","Veronica opaca",3172082
"6848","Galega orientalis",2975663
"6849","Campanula patula",10896550
"6850","Doronicum plantagineum",8340385
"6851","Tragopogon pratensis  subsp. minor",5693189
"6852","Bromus ferronii",4124881
"6853","Galium pumilum",9121716
"6854","Prenanthes purpurea",3090783
"6855","Campanula rapunculus",7832252
"6856","Galeopsis segetum",5341308
"6857","Arabidopsis suecica",3052544
"6858","Populus trichocarpa",8089775
"6859","Pinus uncinata",5285385
"6860","Leucojum vernum",2860409
"6861","Nonea versicolor",4060258
"6862","Galium verum  subsp. wirtgenii",9063248
"6863","Gagea villosa",5300296
"6864","Rosa villosa",8014990
"6865","Minuartia viscosa",5586946
"6866","Ophiuros exaltatus",4144505
"6867","Bertholletia excelsa",11230094
"6868","Copaifera officinalis",2978155
"6869","Reutealis trisperma",3063618
"6870","Carpobrotus acinaciformis",3703606
"6871","Isatis aptera",11094604
"6872","Castanospermum australe",7579806
"6873","Erodium battandierianum",8234765
"6874","Astragalus boeticus",5344663
"6875","Solanum bonariense",2929628
"6876","Crepis bursifolia",5403605
"6877","Astragalus caprinus",5342797
"6878","Commelina chamissonis",2764158
"6879","Roella ciliata",3166956
"6880","Vicia ervilia",2974887
"6881","Salvia fruticosa",6412283
"6882","Solanum glaucophyllum",2929370
"6883","Erucaria hispanica",7853904
"6884","Orobanche nana",7818825
"6885","Salsola paletzkiana",3760135
"6886","Solanum pyracanthos",8270336
"6887","Hedypnois rhagadioloides  subsp. tubaeformis",5394841
"6888","Sapium sebiferum",3054399
"6889","Myoporum tenuifolium",7335194
"6890","Blainvillea acmella",5385687
"6891","Euphorbia eriophora",3065442
"6892","Populus euphratica",3806067
"6893","Plantago exigua",4155297
"6894","Atriplex holocarpa",3083746
"6895","Euphorbia inaequilatera",3064820
"6896","Saraca indica",7458904
"6897","Atriplex lindleyi  subsp. inflata",3083793
"6898","Euphorbia mauritanica",3063877
"6899","Phyllanthus nummulariifolius",5381239
"6900","Ipomoea pes-caprae",7999386
"6901","Chloris pycnothrix",5678495
"6902","Acrachne racemosa",2703234
"6903","Phyllanthus reticulatus",5382478
"6904","Rubus sanctus",2992237
"6905","Coronilla securidaca",5349991
"6906","Asphodelus tenuifolius",2778358
"6907","Salix tetrasperma",5582578
"6908","Taraxacum turcicum",5394046
"6909","Persicaria amphibia  var. natans",6391648
"6910","Tephrosia apollinea",5342176
"6911","Aloe camperi",2777151
"6912","Cyanotis cristata",5303371
"6913","Abelmoschus ficulneus",3940858
"6914","Jasminum grandiflorum  subsp. floribundum",3172262
"6915","Lilium candidum",2753090
"6916","Quercus cerrioides",2880862
"6917","Disphyma crassifolium",3084850
"6918","Canna flaccida",5303151
"6919","Drosanthemum hispidum",3084869
"6920","Limoniastrum monopetalum",4088889
"6921","Phytolacca polyandra",4192540
"6922","Quercus pubescens",2881283
"6923","Malephora purpureocrocea",4935877
"6924","Freesia refracta",2747084
"6925","Quercus rotundifolia",2881550
"6926","Retama sphaerocarpa",2965093
"6927","Moluccella spinosa",7715993
"6928","Stipa tenacissima",8315646
"6929","Coronilla valentina  subsp. glauca",5348633
"6930","Pulicaria arabica  subsp. hispanica",3095531
"6931","Maireana brevifolia",3756029
"6932","Crassula campestris",7575159
"6933","Rhynchosia caribaea",5350731
"6934","Halophila decipiens",5329611
"6935","Sedum dendroideum",5361995
"6936","Corchorus depressus",8129124
"6937","Ceropegia dichotoma",7150773
"6938","Olea europaea  subsp. cerasiformis",5415040
"6939","Senna x floribunda",2957241
"6940","Boerhavia helenae",7327324
"6941","Echium hierrense",4058905
"6942","Adiantum hispidulum",2651839
"6943","Blackstonia imperfoliata",8692916
"6944","Melilotus infestus",2971033
"6945","Pelargonium inquinans",2891615
"6946","Myoporum laetum",3172657
"6947","Cyperus michelianus  subsp. pygmaeus",2714056
"6948","Orobanche mutelii",7818825
"6949","Salvinia natans",5274858
"6950","Einadia nutans",7750992
"6951","Nicotiana paniculata",2928760
"6952","Ranunculus penicillatus",7278019
"6953","Gnidia polystachya",5524081
"6954","Tragopogon porrifolius  subsp. australis",5386938
"6955","Verbascum pulverulentum",3171941
"6956","Solanum robustum",2931442
"6957","Paspalum saurae",4154259
"6958","Maurandya scandens",8132535
"6959","Scrophularia scorodonia",7477038
"6960","Euphorbia serrata",3070382
"6961","Tara spinosa",5354727
"6962","Austrocylindropuntia exaltata",7282135
"6963","Anchusa aegyptiaca",5660355
"6964","Vitis aestivalis",5372400
"6965","Aster amellus",8133114
"6966","Opuntia austrina",5384047
"6967","Gossypium arboreum",3152663
"6968","Cedrus atlantica",10152153
"6969","Lilaeopsis attenuata",10850644
"6970","Crepis bellidifolia",7455538
"6971","Cyperus bellus",2714120
"6972","Erigeron blakei",3146841
"6973","Medicago blancheana",2965473
"6974","Eleocharis bonariensis",2717329
"6975","Verbena canadensis",2925578
"6976","Aizoon canariense",8124412
"6977","Euphorbia candelabrum",3066043
"6978","Ruschia caroli",8668262
"6979","Lilaeopsis carolinensis",3034173
"6980","Actinidia chinensis",3189694
"6981","Vitis berlandieri",5372379
"6982","Solanum citrullifolium",7500830
"6983","Ammannia coccinea",8139726
"6984","Hemarthria compressa",2706322
"6985","Castanea crenata",5333249
"6986","Cuminum cyminum",3034775
"6987","Digitaria debilis",5289948
"6988","Cyperus digitatus  subsp. auricomus",2714238
"6989","Fimbristylis ferruginea",2708137
"6990","Eleocharis flavescens",2717421
"6991","Leptochloa fusca  subsp. fascicularis",8010581
"6992","Allium fuscum",2856288
"6993","Sequoiadendron giganteum",2684120
"6994","Najas gracillima",5329454
"6995","Periploca graeca",5414545
"6996","Eucalyptus gunnii",3177112
"6997","Elatine hungarica",7289729
"6998","Ipomoea imperati",2928596
"6999","Bowlesia incana",3034738
"7000","Chrysanthemum indicum",3150814
"7001","Myoporum insulare",3746220
"7002","Styphnolobium japonicum",2963569
"7003","Micromeria juliana",7774615
"7004","Solanum juvenale",2929005
"7005","Vitis labrusca",5372392
"7006","Heteranthera limosa",2766129
"7007","Senecio lineatus",3107334
"7008","Vicia melanops",7426824
"7009","Cutandia memphitica",2706169
"7010","Soliva mexicana",3112131
"7011","Secale montanum",4121597
"7012","Serapias nurrica",5314882
"7013","Cyperus odoratus",2715206
"7014","Jasminum officinale",3172261
"7015","Picea omorika",5284950
"7016","Vicia pannonica",2974811
"7017","Senecio parviflorus",5388625
"7018","Echium pininana",4068166
"7019","Sisyrinchium platense",5296254
"7020","Nassella poeppigiana",5679401
"7021","Medicago radiata",2965388
"7022","Pontederia reniformis",7639002
"7023","Ammannia robusta",3188717
"7024","Daphne rodriguezii",5524064
"7025","Bellevalia romana",2771972
"7026","Polygonum romanum  subsp. gallicum",7291652
"7027","Pontederia rotundifolia",2766055
"7028","Heteranthera rotundifolia",2766169
"7029","Bacopa rotundifolia",3171174
"7030","Escallonia rubra",8405971
"7031","Ipomoea sagittata",4927127
"7032","Plecostachys serpyllifolia",3149321
"7033","Athamanta sicula",3633322
"7034","Eucalyptus sideroxylon",3177019
"7035","Argania spinosa",2886244
"7036","Pterocarya stenoptera",3054377
"7037","Artemisia thuscula",3121623
"7038","Paulownia tomentosa",3170823
"7039","Malope trifida",3935421
"7040","Lemna valdiviana",2867612
"7041","Spartina versicolor",9637373
"7042","Hydrocotyle verticillata",3034602
"7043","Allocasuarina verticillata",2891902
"7044","Pelargonium zonale",9609002
"7045","Lonicera alpigena",7272731
"7046","Abies balsamea  var. phanerolepis",2685383
"7047","Abies fraseri",7662200
"7048","Gagea lutea",5300245
"7049","Gagea minima",5300136
"7050","Thuja plicata",10619371
"7051","Lonicera ruprechtiana",5334254
"7052","Abies sibirica",2685654
"7053","Acer tataricum",3189843
"7054","Lippia abyssinica",4086591
"7055","Crotalaria agatiflora  subsp. erlangeri",2942820
"7056","Cordia alliodora",7649215
"7057","Agave angustifolia  var. angustifolia",2766846
"7058","Allium ascalonicum",2856558
"7059","Plectranthus barbatus",8030165
"7060","Stellaria brauniana",5588388
"7061","Buddleja cordata",7288259
"7062","Casimiroa edulis",11223830
"7063","Cucurbita ficifolia",2874512
"7064","Acrocarpus fraxinifolius",7491932
"7065","Crambe hispanica  subsp. abyssinica",5373475
"7066","Geropogon hybridus",3132755
"7067","Lactuca indica",3140510
"7068","Citrus medica",3190157
"7069","Eleusine multiflora",7451021
"7070","Solanum muricatum",2931290
"7071","Plectranthus ornatus",5605775
"7072","Lablab purpureus  subsp. uncinatus",2952236
"7073","Guizotia schimperi",3088652
"7074","Lotus schoelleri",5356998
"7075","Verbena tenera",2925614
"7076","Vigna unguiculata  subsp. letouzeyi",2982583
"7077","Amelanchier alnifolia",3023964
"7078","Rorippa x armoracioides",3693336
"7079","Poa chaixii",2704211
"7080","Sempervivum globiferum",8091002
"7081","Amelanchier laevis",3023832
"7082","Gratiola neglecta",3171919
"7083","Euonymus sachalinensis",3794098
"7084","Calystegia sepium  subsp. spectabilis",2928441
"7085","Clerodendrum buchananii",3894880
"7086","Fimbristylis quinquangularis",2709171
"7087","Derris montana",5350229
"7088","Cyperus cyperinus",2715877
"7089","Ficus adenosperma",7262893
"7090","Rosa sempervirens",7932679
"7091","Proiphys amboinensis",2858034
"7092","Anthurium andraeanum",7768208
"7093","Elaeocarpus angustifolius",7426040
"7094","Hoya australis",7150750
"7095","Angelonia biflora",3742247
"7096","Rhodopentas bussei",3845991
"7097","Pseuderanthemum carruthersii",3173133
"7098","Begonia coccinea",7303200
"7099","Hedychium flavescens",2758601
"7100","Rosa glauca",3003708
"7101","Urceolina x grandiflora",5325598
"7102","Gladiolus hybridus",3586038
"7103","Heliconia indica",2760563
"7104","Hippeastrum johnsonii",9574914
"7105","Strongylodon lucidus",2981503
"7106","Endospermum macrophyllum",3063627
"7107","Heliconia marginata",2760843
"7108","Chrysanthemum morifolium",7598400
"7109","Gaillardia pulchella  var. drummondii",5387821
"7110","Alocasia sanderiana",5329946
"7111","Hibiscus schizopetalus",9064581
"7112","Canavalia sericea",2962106
"7113","Phoenix sylvestris",5293177
"7114","Papilionanthe teres",2833897
"7115","Vigna unguiculata  subsp. sesquipedalis",2982583
"7116","Ulex minor",2951968
"7117","Lipocarpha micrantha",9458613
"7118","Erodium aethiopicum",6366105
"7119","Ononis alopecuroides  subsp. exalopecuroides",2977222
"7120","Scabiosa ambigua",7774867
"7121","Elymus athericus",10325342
"7122","Silene bellidifolia",8321919
"7123","Trachelium caeruleum",5407810
"7124","Dianthus caryophyllus",3085420
"7125","Anemone coronaria",3033261
"7126","Odontarrhena corsica",11062190
"7127","Silene disticha",5588576
"7128","Helleborus foetidus",6375040
"7129","Phlomis fruticosa",2927452
"7130","Scolymus grandiflorus",5403745
"7131","Atriplex halimus",3083718
"7132","Scilla hyacinthoides",2767320
"7133","Kickxia lanigera",7663935
"7134","Cistus laurifolius  subsp. atlanticus",3596501
"7135","Diospyros lotus",3032980
"7136","Pimpinella lutea",5539193
"7137","Malope malacoides",7278926
"7138","Hylotelephium maximum",7334631
"7139","Sedum multiceps",5690334
"7140","Potentilla neumanniana",7819953
"7141","Jasminum nudiflorum",3172266
"7142","Bupleurum odontites",3034552
"7143","Platanus orientalis",3152816
"7144","Cuscuta palaestina",7324013
"7145","Helichrysum petiolare",3131367
"7146","Abies pinsapo",2685464
"7147","Globularia punctata",5578472
"7148","Carpobrotus quadrifidus",3703360
"7149","Linaria reflexa",8151790
"7150","Rumex rugosus",9928150
"7151","Medicago soleirolii",2965516
"7152","Capparis spinosa",6370689
"7153","Helichrysum stoechas",3131494
"7154","Tilia tomentosa",4259350
"7155","Sorbus torminalis",9410160
"7156","Convolvulus tricolor",7162908
"7157","Thapsia villosa",6026828
"7158","Centaurea acaulis",8197138
"7159","Onobrychis aequidentata",2972545
"7160","Tulipa agenensis",5299417
"7161","Scutellaria albida",7428462
"7162","Corema album",7782520
"7163","Vulpia alopecuros",4129351
"7164","Ephedra altissima",2653414
"7165","Arbutus andrachne",4170901
"7166","Echium arenarium",4059853
"7167","Daucus aureus",6027382
"7168","Bothriochloa barbinodis",2704120
"7169","Brassica barrelieri",3042799
"7170","Geranium berteroanum",2890477
"7171","Ulex breoganii",3975311
"7172","Haplophyllum buxbaumii",7754513
"7173","Maihuenia poeppigii",3952375
"7174","Hypericum canadense",3189526
"7175","Quercus canariensis",10448839
"7176","Artemisia capillaris",3120722
"7177","Acer cappadocicum",7262908
"7178","Aesculus carnea",3189809
"7179","Campanula carpatica",5410826
"7180","Bellevalia ciliata",2771938
"7181","Tulipa clusiana",8013840
"7182","Symphytum x uplandicum",2926068
"7183","Scutellaria columnae",5609719
"7184","Lapsana communis  subsp. intermedia",3134857
"7185","Bergenia crassifolia",5567694
"7186","Achillea crithmifolia",3120277
"7187","Lagoecia cuminoides",8419745
"7188","Polygala curtissii",3191384
"7189","Senecio deltoideus",3106784
"7190","Rumex dimidiatus",4034698
"7191","Lotus drepanocarpus",5356964
"7192","Aster dumosus",3151434
"7193","Convolvulus elegantissimus",3679859
"7194","Symphyotrichum ericoides",3151535
"7195","Rosa foetida",3006902
"7196","Helichrysum foetidum",7438716
"7197","Cyrtomium fortunei",2650827
"7198","Hypericum gentianoides",3189514
"7199","Ionopsidium glastifolium",7568336
"7200","Carpobrotus glaucescens",3703453
"7201","Odontites glutinosus",7399947
"7202","Ptilostemon gnaphaloides",8279446
"7203","Cuscuta gronovii",7694392
"7204","Hypericum hircinum  subsp. majus",6436603
"7205","Oenothera humifusa",3188891
"7206","Ruscus hypophyllum",2769757
"7207","Gladiolus imbricatus",2749827
"7208","Oenothera italica",3664928
"7209","Quercus ithaburensis  subsp. macrolepis",2878323
"7210","Buddleja japonica",4055769
"7211","Euonymus japonicus",7102937
"7212","Larix kaempferi",2686157
"7213","Haplophyllum linifolium",7569876
"7214","Bufonia macropetala  subsp. willkommiana",7267945
"7215","Ranunculus macrophyllus",7866225
"7216","Chimaphila maculata",2888304
"7217","Crepis micrantha",5403290
"7218","Lysimachia monelli",8076173
"7219","Rosa moschata",3005529
"7220","Sporobolus neglectus",2704793
"7221","Oenothera nuda",3188924
"7222","Genista numidica",5347679
"7223","Platanus occidentalis",3152820
"7224","Oenothera oehlkersi",7784421
"7225","Styrax officinalis",11071101
"7226","Helichrysum orientale",3131974
"7227","Symphytum orientale",4066938
"7228","Verbascum orientale",3171945
"7229","Platycladus orientalis",2684855
"7230","Nonea pallens",7622027
"7231","Hibiscus moscheutos",3152596
"7232","Cryptolepis sinensis",6021960
"7233","Marrubium peregrinum",8155500
"7234","Verbascum phoeniceum",3171951
"7235","Hechtia pitcairniifolia",2696014
"7236","Ceratostigma plumbaginoides",3082279
"7237","Tropaeolum polyphyllum",4162392
"7238","Rhododendron ponticum  subsp. baeticum",7327990
"7239","Paspalum pubiflorum",7672997
"7240","Centaurea pullata",3127841
"7241","Akebia quinata",3033965
"7242","Cortaderia richardii",6067827
"7243","Deutzia scabra",2985963
"7244","Cyperus schweinitzii",2715260
"7245","Sigesbeckia serrata",3125893
"7246","Gaultheria shallon",2882758
"7247","Kundmannia sicula",3631370
"7248","Antirrhinum siculum",7740323
"7249","Aurinia sinuata",5377794
"7250","Triticum spelta",7795888
"7251","Elaeagnus x submacrophylla",4048240
"7252","Aloe succotrina",2777476
"7253","Phyllostachys sulphurea",4114348
"7254","Helianthemum syriacum",3595690
"7255","Oxalis tetraphylla",7560711
"7256","Bellevalia trifoliata",2771988
"7257","Chimaphila umbellata",2888307
"7258","Pseudognaphalium undulatum",3100968
"7259","Alopecurus utriculatus",5290073
"7260","Aegilops ventricosa",5289791
"7261","Geranium versicolor",2890739
"7262","Ruta villosa",8176303
"7263","Lythrum virgatum",3188735
"7264","Phyllostachys viridiglaucescens",5290170
"7265","Salvia viridis",3883959
"7266","Viola wittrockiana",8176318
"7267","Phleum bertolonii",2706009
"7268","Solanum anguivi",8250284
"7269","Ipomoea pileata",7829065
"7270","Solanum rudepannum",8384763
"7271","Dianthera secunda",3173080
"7272","Pipturus argenteus",6414892
"7273","Wollastonia biflora",5386813
"7274","Averrhoa bilimbi",2891640
"7275","Mimusops coriacea",8052839
"7276","Dactyloctenium ctenoides",4149928
"7277","Typha domingensis",5289534
"7278","Buchnera americana",5415032
"7279","Aerva lanata",7618352
"7280","Cyperus ligularis",2715068
"7281","Scadoxus multiflorus",2860677
"7282","Torenia polygonoides",3738444
"7283","Dentella repens",2900952
"7284","Mikania scandens",5398828
"7285","Ranunculus aconitifolius",3928139
"7286","Cotoneaster adpressus",3025764
"7287","Nuphar advena",6434985
"7288","Leucojum aestivum  subsp. pulchellum",2860425
"7289","Genista aetnensis",5347587
"7290","Cotoneaster affinis",7671195
"7291","Berberis aggregata",3981040
"7292","Cornus alba",8365953
"7293","Hedera algeriensis",3036075
"7294","Campanula alliariifolia",5410181
"7295","Nothofagus alpina",2874878
"7296","Cotula alpina",3112086
"7297","Laburnum alpinum",5356343
"7298","Galanthus alpinus",2855327
"7299","Buddleja alternifolia",3173337
"7300","Hieracium amplexicaule  subsp. pulmonarioides",7476521
"7301","Persicaria amplexicaulis",7291264
"7302","Euphorbia amygdaloides  subsp. robbiae",3065239
"7303","Yushania anceps",4143248
"7304","Crocus ancyrensis",2747842
"7305","Lobelia angulata",5409107
"7306","Acaena anserinifolia",7942884
"7307","Dicksonia antarctica",7498955
"7308","Luma apiculata",5420309
"7309","Cotoneaster apiculatus",3025857
"7310","Araucaria araucana",2684984
"7311","Aronia arbutifolia",5363629
"7312","Linaria arenaria",8105164
"7313","Pleioblastus argenteostriatus",4132188
"7314","Rosa arvensis",3007054
"7315","Anagallis arvensis  subsp. foemina",8368021
"7316","Gentiana asclepiadea",7270381
"7317","Primula auricula",8084274
"7318","Eriolarynx australis",10214759
"7319","Olearia avicenniifolia",5404996
"7320","Silene baccifera",7267309
"7321","Cotoneaster bacillaris",7864317
