"gbif_species","gbif_species.ORIG","Squished","Brackets.detected","Number.detected","Unique","Matched","Fuzzy","Fuzzy.toomany","Fuzzy.two","Fuzzy.one","Fuzzy.dist","OriSeq","Subseq","taxonID","scientificNameID","localID","scientificName","taxonRank","parentNameUsageID","scientificNameAuthorship","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","verbatimTaxonRank","nomenclaturalStatus","namePublishedIn","taxonomicStatus","acceptedNameUsageID","originalNameUsageID","nameAccordingToID","taxonRemarks","references","source","majorGroup","tplID","Hybrid","New.accepted","Old.status","Old.ID","Old.name","One.Reason"
"deschampsia cespitosa subsp. cespitosa","deschampsia cespitosa subsp. cespitosa",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,2,33,1,"wfo-0001096088","urn:lsid:ipni.org:names:77168749-1","25510913","Deschampsia cespitosa  subsp. cespitosa","subspecies","wfo-0000862467","","Poaceae","","",NA,"Deschampsia","","cespitosa","cespitosa","subspecies","Valid","","Accepted","","",NA,"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-25510913 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-25510913 >The Plant List v.1.0</a>","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77168749-1","The Poaceae TEN","A","tro-25510913","",FALSE,"","","",""
"deschampsia paramushirensis honda","deschampsia paramushirensis honda",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,7,34,1,"wfo-0001096088","urn:lsid:ipni.org:names:77168749-1","25510913","Deschampsia cespitosa  subsp. cespitosa","subspecies","wfo-0000862467","","Poaceae","","",NA,"Deschampsia","","cespitosa","cespitosa","subspecies","Valid","","Accepted","","",NA,"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-25510913 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-25510913 >The Plant List v.1.0</a>","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77168749-1","The Poaceae TEN","A","tro-25510913","",TRUE,"Synonym","wfo-0000862695","Deschampsia paramushirensis",""
"deschampsia cespitosa subsp. orientalis hultén","deschampsia cespitosa subsp. orientalis hultén",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,26,35,1,"wfo-0000862467","urn:lsid:ipni.org:names:397953-1","407579","Deschampsia cespitosa","species","wfo-4000011182","(L.) P.Beauv.","Poaceae","","",NA,"Deschampsia","","cespitosa","","species","Valid","Ess. Agrostogr. : 91 (1812)","Accepted","","wfo-0000844941",NA,"Source in seed data: wcs Update namepublishedIn from Ess. Agrostogr. 91 1812  to Ess. Agrostogr. : 91 (1812), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-40757","http://www.theplantlist.org/tpl1.1/record/kew-407579","The Poaceae TEN","A","kew-407579","",FALSE,"","","",""
"deschampsia brevifolia r.br.","deschampsia brevifolia r.br.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,7,36,1,"wfo-0001363475","urn:lsid:ipni.org:names:77157601-1","77157601-1","Deschampsia cespitosa  subsp. septentrionalis","subspecies","wfo-0000862467","Chiapella","Poaceae","","",NA,"Deschampsia","","cespitosa","septentrionalis","subspecies","Valid","Novon 24: 345 (2016)","Accepted","","",NA,"Source in seed data: ipni Update namepublishedIn from Novon 24(4): 345. 2016 [24 May 2016]  to Novon 24: 345 (2016), information provided by Alan E. on email Jun. 07 2021","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77157601-1","The Poaceae TEN","A","","",TRUE,"Synonym","wfo-0000862463","Deschampsia brevifolia",""
"artemisia glomerata ledeb.","artemisia glomerata ledeb.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,8,37,1,"wfo-0000035794","urn:lsid:ipni.org:names:179531-1","GCC-FBD604B6-3495-445C-85B4-E82DD38428A5","Artemisia glomerata","species","wfo-4000003144","Ledeb.","Asteraceae","","",NA,"Artemisia","","glomerata","","species","Valid","Mém. Acad. Imp. Sci. St. Pétersbourg Hist. Acad. 5: 564 (1815)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from 564  to Mém. Acad. Imp. Sci. St. Pétersbourg Hist. Acad. 5: 564 (1815), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1","http://www.theplantlist.org/tpl1.1/record/gcc-134621","The Asteraceaae TEN","A","gcc-134621","",FALSE,"","","","Not a synonym"
"oxytropis czukotica jurtzev","oxytropis czukotica jurtzev",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,9,38,1,"wfo-0000208643","urn:lsid:ipni.org:names:896629-1","54701","Oxytropis czukotica","species","wfo-4000027605","Jurtzev","Fabaceae","","",NA,"Oxytropis","","czukotica","","species","Valid","Byull. Moskovsk. Obshch. Isp. Prir., Otd. Biol.85(6): 102 (1980)","Accepted","","",NA,"Source in seed data: ildis Update namepublishedIn from Byull. Moskovsk. Obshch. Isp. Prir., Otd. Biol. 85(6): 102 (1980).  to Byull. Moskovsk. Obshch. Isp. Prir., Otd. Biol. 85(6): 102 (1980), information provided by Alan E. on email Jun. 07 2021 More de","https://www.legumedata.org/taxonomy/taxon/397954","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","ild-54701","",FALSE,"","","",""
"oxytropis maydelliana trautv.","oxytropis maydelliana trautv.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,9,39,1,"wfo-0000174159","urn:lsid:ipni.org:names:511669-1","20269","Oxytropis maydelliana","species","wfo-4000027605","Trautv.","Fabaceae","","",NA,"Oxytropis","","maydelliana","","species","Valid","Trudy Imp. S.-Peterburgsk. Bot. Sada6: 16 (1879)","Accepted","","",NA,"Source in seed data: ildis Update namepublishedIn from  to Trudy Imp. S.-Peterburgsk. Bot. Sada 6: 16 (1879), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-20269","https://www.legumedata.org/taxonomy/taxon/398723","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","ild-20269","",FALSE,"","","",""
"poa arctica r.br.","poa arctica r.br.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,7,40,1,"wfo-0000891580","urn:lsid:ipni.org:names:416515-1","435235","Poa arctica","species","wfo-4000030438","R.Br.","Poaceae","","",NA,"Poa","","arctica","","species","Valid","Chlor. Melvill. : 30 (1823)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Chlor. Melvill. 30 1823  to Chlor. Melvill. : 30 (1823), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-43523","http://www.theplantlist.org/tpl1.1/record/kew-435235","The Poaceae TEN","A","kew-435235","",FALSE,"","","",""
"poa arctica subsp. arctica","poa arctica subsp. arctica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,41,1,"wfo-0000891580","urn:lsid:ipni.org:names:416515-1","435235","Poa arctica","species","wfo-4000030438","R.Br.","Poaceae","","",NA,"Poa","","arctica","","species","Valid","Chlor. Melvill. : 30 (1823)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Chlor. Melvill. 30 1823  to Chlor. Melvill. : 30 (1823), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-43523","http://www.theplantlist.org/tpl1.1/record/kew-435235","The Poaceae TEN","A","kew-435235","",TRUE,"Synonym","wfo-0001096360","Poa arctica subsp. arctica",""
"poa arctica var. arctica","poa arctica var. arctica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,42,1,"wfo-0000891580","urn:lsid:ipni.org:names:416515-1","435235","Poa arctica","species","wfo-4000030438","R.Br.","Poaceae","","",NA,"Poa","","arctica","","species","Valid","Chlor. Melvill. : 30 (1823)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Chlor. Melvill. 30 1823  to Chlor. Melvill. : 30 (1823), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-43523","http://www.theplantlist.org/tpl1.1/record/kew-435235","The Poaceae TEN","A","kew-435235","",TRUE,"Synonym","wfo-0001096503","Poa arctica var. arctica",""
"poa arctica var. vivipara hook.","poa arctica var. vivipara hook.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,21,43,1,"wfo-0000891580","urn:lsid:ipni.org:names:416515-1","435235","Poa arctica","species","wfo-4000030438","R.Br.","Poaceae","","",NA,"Poa","","arctica","","species","Valid","Chlor. Melvill. : 30 (1823)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Chlor. Melvill. 30 1823  to Chlor. Melvill. : 30 (1823), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-43523","http://www.theplantlist.org/tpl1.1/record/kew-435235","The Poaceae TEN","A","kew-435235","",FALSE,"","","",""
"poa alpigena var. vivipara","poa alpigena var. vivipara (malmgren) schol.",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,44,1,"wfo-0000891580","urn:lsid:ipni.org:names:416515-1","435235","Poa arctica","species","wfo-4000030438","R.Br.","Poaceae","","",NA,"Poa","","arctica","","species","Valid","Chlor. Melvill. : 30 (1823)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Chlor. Melvill. 30 1823  to Chlor. Melvill. : 30 (1823), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-43523","http://www.theplantlist.org/tpl1.1/record/kew-435235","The Poaceae TEN","A","kew-435235","",TRUE,"Synonym","wfo-0000891423","Poa alpigena var. vivipara",""
"poa williamsii nash","poa williamsii nash",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,6,45,1,"wfo-0000891580","urn:lsid:ipni.org:names:416515-1","435235","Poa arctica","species","wfo-4000030438","R.Br.","Poaceae","","",NA,"Poa","","arctica","","species","Valid","Chlor. Melvill. : 30 (1823)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Chlor. Melvill. 30 1823  to Chlor. Melvill. : 30 (1823), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-43523","http://www.theplantlist.org/tpl1.1/record/kew-435235","The Poaceae TEN","A","kew-435235","",TRUE,"Synonym","wfo-0000894281","Poa williamsii",""
"artemisia tilesii ledeb.","artemisia tilesii ledeb.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,8,46,1,"wfo-0000086061","","GCC-6A624D3E-9D39-494A-B9D5-4E9CE1FABEFE","Artemisia tilesii","species","wfo-4000003144","Ledeb.","Asteraceae","","",NA,"Artemisia","","tilesii","","species","Valid","568","Accepted","","",NA,"Source in seed data: gcc Updated taxonomicstatus from Accepted to accepted, acceptedNameId from to null, [references] from http://www.theplantlist.org/tpl1.1/record/gcc-42446,  according to WCVP, information provided by Alan E. on email Dec 02 2020 More ","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:20769-2","The Asteraceaae TEN","A","gcc-42446","",FALSE,"","","","smallest ID"
"artemisia unalaskensis rydb.","artemisia unalaskensis rydb.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,7,47,1,"wfo-0000086061","","GCC-6A624D3E-9D39-494A-B9D5-4E9CE1FABEFE","Artemisia tilesii","species","wfo-4000003144","Ledeb.","Asteraceae","","",NA,"Artemisia","","tilesii","","species","Valid","568","Accepted","","",NA,"Source in seed data: gcc Updated taxonomicstatus from Accepted to accepted, acceptedNameId from to null, [references] from http://www.theplantlist.org/tpl1.1/record/gcc-42446,  according to WCVP, information provided by Alan E. on email Dec 02 2020 More ","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:20769-2","The Asteraceaae TEN","A","gcc-42446","",TRUE,"Synonym","wfo-0000041138","Artemisia unalaskensis",""
"artemisia tilesii subsp. unalaschcensis","artemisia tilesii subsp. unalaschcensis (besser) hultén",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,48,1,"wfo-0000086061","","GCC-6A624D3E-9D39-494A-B9D5-4E9CE1FABEFE","Artemisia tilesii","species","wfo-4000003144","Ledeb.","Asteraceae","","",NA,"Artemisia","","tilesii","","species","Valid","568","Accepted","","",NA,"Source in seed data: gcc Updated taxonomicstatus from Accepted to accepted, acceptedNameId from to null, [references] from http://www.theplantlist.org/tpl1.1/record/gcc-42446,  according to WCVP, information provided by Alan E. on email Dec 02 2020 More ","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:20769-2","The Asteraceaae TEN","A","gcc-42446","",TRUE,"Synonym","wfo-0000073472","Artemisia tilesii subsp. unalaschcensis",""
"artemisia tilesii subsp. tilesii","artemisia tilesii subsp. tilesii",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,49,1,"wfo-0000086061","","GCC-6A624D3E-9D39-494A-B9D5-4E9CE1FABEFE","Artemisia tilesii","species","wfo-4000003144","Ledeb.","Asteraceae","","",NA,"Artemisia","","tilesii","","species","Valid","568","Accepted","","",NA,"Source in seed data: gcc Updated taxonomicstatus from Accepted to accepted, acceptedNameId from to null, [references] from http://www.theplantlist.org/tpl1.1/record/gcc-42446,  according to WCVP, information provided by Alan E. on email Dec 02 2020 More ","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:20769-2","The Asteraceaae TEN","A","gcc-42446","",TRUE,"Synonym","wfo-0000097477","Artemisia tilesii subsp. tilesii",""
"artemisia unalaskensis var. aleutica hultén","artemisia unalaskensis var. aleutica hultén",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,22,50,1,"wfo-0000086061","","GCC-6A624D3E-9D39-494A-B9D5-4E9CE1FABEFE","Artemisia tilesii","species","wfo-4000003144","Ledeb.","Asteraceae","","",NA,"Artemisia","","tilesii","","species","Valid","568","Accepted","","",NA,"Source in seed data: gcc Updated taxonomicstatus from Accepted to accepted, acceptedNameId from to null, [references] from http://www.theplantlist.org/tpl1.1/record/gcc-42446,  according to WCVP, information provided by Alan E. on email Dec 02 2020 More ","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:20769-2","The Asteraceaae TEN","A","gcc-42446","",TRUE,"Synonym","wfo-0000041138","Artemisia unalaskensis",""
"artemisia tilesii subsp. elatior","artemisia tilesii subsp. elatior (torr. & a.gray) hultén",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,51,1,"wfo-0000086061","","GCC-6A624D3E-9D39-494A-B9D5-4E9CE1FABEFE","Artemisia tilesii","species","wfo-4000003144","Ledeb.","Asteraceae","","",NA,"Artemisia","","tilesii","","species","Valid","568","Accepted","","",NA,"Source in seed data: gcc Updated taxonomicstatus from Accepted to accepted, acceptedNameId from to null, [references] from http://www.theplantlist.org/tpl1.1/record/gcc-42446,  according to WCVP, information provided by Alan E. on email Dec 02 2020 More ","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:20769-2","The Asteraceaae TEN","A","gcc-42446","",TRUE,"Synonym","wfo-0000062703","Artemisia tilesii subsp. elatior",""
"cassiope tetragona","cassiope tetragona (l.) d.don",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,52,1,"wfo-0000589580","urn:lsid:ipni.org:names:1043713-2","835264","Cassiope tetragona","species","wfo-4000006915","(L.) D.Don","Ericaceae","Cassiopoideae","",NA,"Cassiope","","tetragona","","species","Valid","Edinburgh New Philos. J. 17: 158 (1834)","Accepted","","wfo-0000534349",NA,"Source in seed data: cmp Update namepublishedIn from Edinburgh New Philos. J. 17: 158 1834  to Edinburgh New Philos. J. 17: 158 (1834), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.o","https://padme.rbge.org.uk/wfo/wfo-0000589580","The Ericaceae Taxonomic Expert Network","A","kew-2704413","",FALSE,"","","",""
"cassiope tetragona subsp. tetragona","cassiope tetragona subsp. tetragona",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,2,53,1,"wfo-0001047564","","12302492","Cassiope tetragona  subsp. tetragona","subspecies","wfo-0000589580","","Ericaceae","Cassiopoideae","",NA,"Cassiope","","tetragona","tetragona","subspecies","Valid","1940","Accepted","","",NA,"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-12302492 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-12302492 >The Plant List v.1.0</a>","https://padme.rbge.org.uk/wfo/wfo-0001047564","The Ericaceae Taxonomic Expert Network","A","tro-12302492","",FALSE,"","","",""
"sh1017962.09fu","sh1017962.09fu",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,FALSE,TRUE,NA,54,1,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",FALSE,"","","","no match found"
"empetrum nigrum l.","empetrum nigrum l.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,9,55,1,"wfo-0001046644","","11900012","Empetrum nigrum  subsp. nigrum","subspecies","wfo-0000667231","","Ericaceae","Ericoideae","",NA,"Empetrum","","nigrum","nigrum","subspecies","Valid","","Accepted","","",NA,"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-11900012 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-11900012 >The Plant List v.1.0</a>","https://padme.rbge.org.uk/wfo/wfo-0001046644","The Ericaceae Taxonomic Expert Network","A","tro-11900012","",TRUE,"Synonym","wfo-0001046646","Empetrum nigrum f. nigrum",""
"empetrum subholarcticum v.n.vassil.","empetrum subholarcticum v.n.vassil.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,13,56,1,"wfo-0001046644","","11900012","Empetrum nigrum  subsp. nigrum","subspecies","wfo-0000667231","","Ericaceae","Ericoideae","",NA,"Empetrum","","nigrum","nigrum","subspecies","Valid","","Accepted","","",NA,"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-11900012 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-11900012 >The Plant List v.1.0</a>","https://padme.rbge.org.uk/wfo/wfo-0001046644","The Ericaceae Taxonomic Expert Network","A","tro-11900012","",TRUE,"Synonym","wfo-0000667274","Empetrum subholarcticum",""
"empetrum sibiricum v.n.vassil.","empetrum sibiricum v.n.vassil.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,13,57,1,"wfo-1200001248","","urn:lsid:padme.rbge.org.uk:ericaceae15841","Empetrum nigrum  subsp. stenopetalum","subspecies","wfo-0000667231","(V.N.Vassil.) Nedol.","Ericaceae","Ericoideae","",NA,"Empetrum","","nigrum","stenopetalum","subspecies","Valid","Konsp. Dendrofl. Ross. Dal'nego Vostoka 40. (1995)","Accepted","","wfo-0000667273",NA,"","https://padme.rbge.org.uk/wfo/wfo-1200001248","The Ericaceae Taxonomic Expert Network","A","","",TRUE,"Synonym","wfo-0000667271","Empetrum sibiricum",""
"empetrum nigrum subsp. subholarcticum","empetrum nigrum subsp. subholarcticum (v.n.vassil.) kuvaev",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,58,1,"wfo-0001046644","","11900012","Empetrum nigrum  subsp. nigrum","subspecies","wfo-0000667231","","Ericaceae","Ericoideae","",NA,"Empetrum","","nigrum","nigrum","subspecies","Valid","","Accepted","","",NA,"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-11900012 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-11900012 >The Plant List v.1.0</a>","https://padme.rbge.org.uk/wfo/wfo-0001046644","The Ericaceae Taxonomic Expert Network","A","tro-11900012","",TRUE,"Synonym","wfo-0000667257","Empetrum nigrum subsp. subholarcticum",""
