"scientificName"
"Dactyloctenium aegyptium"
"Scilla mischtschenkoana"
"Hieracium monstrosum"
"Seseli montanum"
"Rubus montanus"
"Hieracium mucroniferum"
"Helleborus niger"
"Hieracium nigrisquameum"
"Hieracium obtusius"
"Hieracium ohlsenii"
"Hieracium oligostictum"
"Hieracium onychodontum"
"Hieracium otophorum"
"Hieracium parallelisquameum"
"Symphyotrichum × tardiflorum"
"Molopospermum peloponnesiacum"
"Hieracium perexpansum"
"Hieracium phaeoprasum"
"Arabis planisiliqua"
"Hieracium platyanthelum"
"Heracleum platytaenium"
"Taraxacum plumbeum"
"Herniaria polygama"
"Polygonum polystachyum var. polystachyum"
"Hieracium porphyrostictum"
"Hieracium protractifrons"
"Cotoneaster przewalskii"
"Hieracium pseudopachyodon"
"Hieracium psiloloma"
"Ranunculus psilostachys"
"Hieracium psilurum"
"Hieracium psittacinum"
"Hieracium ptilophorum"
"Hieracium pulchelliceps"
"Dennstaedtia punctilobula"
"Orobanche purpurea"
"Hieracium quadridentatum"
"Hieracium radiiflorum"
"Hieracium retusulum"
"Lathyrus rotundifolius"
"Rubus rudis"
"Senecio sarracenicus"
"Lotus corniculatus  subsp. corniculatus"
"Rubus sciocharis"
"Hieracium semiornatum"
"Rubus senticosus"
"Hieracium seriflorum"
"Iris setosa"
"Aster sibiricus"
"Saxifraga sibthorpii"
"Crocus sieberi"
"Rubus siekensis"
"Cnidium silaifolium"
"Rubus silvaticus"
"Chenopodium simplex"
"Rosa × spaethiana"
"Hieracium spaniotrichum"
"Hieracium sparsiguttatum"
"Alchemilla speciosa"
"Spiranthes spiralis"
"Hieracium spodiocladum"
"Hieracium spodiolepis"
"Petasites spurius"
"Ligularia stenocephala"
"Hieracium stenocranoides"
"Carex straminea"
"Hieracium strengnense"
"Hieracium striatisquameum"
"Hieracium strictipes"
"Hieracium subedentatum"
"Hieracium subhorizontale"
"Hieracium subinquilinum"
"Hieracium symmetricum"
"Prunus tenella"
"Waldsteinia ternata"
"Anemonella thalictroides"
"Taraxacum tortilobum"
"Hieracium tristicolor"
"Hesperis tristis"
"Hieracium tytthopogon"
"Hieracium unguiculatum"
"Hieracium unguiferum"
"Galanthus × valentinei"
"Milium vernale"
"Cytisus × versicolor"
"Allium victorialis"
"Cynoglossum wallichii"
"Hieracium wendelianum"
"Hieracium xenophytum"
"Hemerocallis yezoensis"
"Hieracium yxnerumense"
"Allium zebdanense"
"Hieracium zygophorum"
"Boerhavia acutifolia"
"Lepidium capense"
"Cardiospermum corindum"
"Carpobrotus dimidiatus"
"Rothmannia globosa"
"Senna italica  subsp. arachoides"
"Deparia japonica"
"Campuloclinium macrocephalum"
"Agrostis montevidensis"
"Rubus pascuus"
"Chenopodium phillipsianum"
"Ludwigia polycarpa"
"Fuirena pubescens"
"Lipotriche scandens  subsp. dregei"
"Gamochaeta spiciformis"
"Pycnostachys urticifolia"
"Rumex usambarensis"
"Salvadora angustifolia"
"Eugenia aschersoniana"
"Justicia congestiflora"
"Phyllanthus casticum"
"Indigofera diversifolia"
"Asparagus umbellulatus"
"Phyllanthus pervilleanus"
"Barleria decaisneana"
"Strychnos spinosa"
"Hydnocarpus pentandrus"
"Dendrolobium umbellatum"
"Commelina longifolia"
"Gaillardia aestivalis"
"Ochna ciliata"
"Memecylon caeruleum"
"Selaginella myosurus"
"Eucalyptus staigeriana"
"Aframomum angustifolium"
"Pentadesma butyracea"
"Dendrobium crumenatum"
"Leea guineense"
"Pogostemon heyneanus"
"Melochia lanceolata"
"Cola nitida"
"Desmodium arechavaletae"
"Leea rubra"
"Hymenaea verrucosa"
"Leucas zeylanica  var. walkeri"
"Latania lontaroides"
"Cymbopogon pruinosus"
"Plectranthus africanus"
"Ipomoea asarifolia"
"Microstachys chamaelea"
"Euphorbia corollata"
"Oxycaryum cubense"
"Laggera decurrens"
"Bouffordia dichotoma"
"Plectranthus esculentus"
"Macrotyloma geocarpum"
"Scirpoides holoschoenus"
"Chrysobalanus icaco  subsp. atacorensis"
"Commiphora kerstingii"
"Terminalia neotaliala"
"Ficus polita"
"Exacum quinquenervium"
"Malachra radiata"
"Dalechampia scandens"
"Piper arboreum"
"Carpentaria acuminata"
"Dracaena angustifolia"
"Acmella brachyglossa"
"Dracaena braunii"
"Salvinia cucullata"
"Juniperus"
"Copernicia prunifera"
"Dracaena reflexa"
"Cassia javanica  subsp. renigera"
"Ligustrum robustum"
"Solanum stramoniifolium"
"Hydrocotyle umbellata"
"Hyophorbe verschaffeltii"
"Orthosiphon aristatus"
"Fimbristylis autumnalis"
"Lepidium bidentatum"
"Fleurya interrupta"
"Ipomoea littoralis"
"Kyllinga"
"Sida pusilla"
"Scleria polycarpa"
"Cyperus"
"Glycine tabacina"
"Thelypteris unita"
"Acacia dodonaeifolia"
"Portulaca macrantha"
"Semiaquilegia adoxoides"
"Aster arenarius"
"Acalypha alopecuroides"
"Sisyrinchium atlanticum"
"Deschampsia atropurpurea"
"Sedum bulbiferum"
"Hygrophila corymbosa"
"Ajuga decumbens"
"Leucocasia gigantea"
"Neptunia gracilis"
"Euphorbia graminea"
"Cabomba haynesii"
"Limnophila heterophylla"
"Azolla filiculoides  subsp. filiculoides"
"Prunus japonica"
"Eutrema japonicum"
"Dopatrium junceum"
"Alsophila lepifera"
"Hydrocotyle leucocephala"
"Crotalaria linifolia"
"Cayratia maritima"
"Erica muscari"
"Anthoxanthum odoratum  subsp. nipponicum"
"Callitriche peploides"
"Emilia praetermissa"
"Indigofera bungeana"
"Ceratopteris pteridoides"
"Bromus pubescens"
"Setaria punctata"
"Alternanthera reineckii"
"Alstonia scholaris"
"Malva sinensis"
"Hygrophila stricta"
"Crotalaria triquetra"
"Ficus altissima"
"Brugmansia arborea"
"Solanum atropurpureum"
"Selaginella biformis"
"Myrica cerifera"
"Millettia dura"
"Lindackeria fragrans"
"Jatropha gossypiifolia  var. gossypiifolia"
"Picrasma javanica"
"Podocarpus latifolius"
"Mimosa latispinosa"
"Ipomoea lobata"
"Tecoma nyassae"
"Casuarina obesa"
"Nephrolepis undulata"
"Selaginella perpusilla"
"Schizanthus pinnatus"
"Chrysophyllum roxburghii"
"Leucaena trichandra"
"Sapindus trifoliatus"
"Vigna unguiculata  subsp. tenuis"
"Tarenna grevei"
"Gypsophila acutifolia"
"Linaria angustissima"
"Celtis caucasica"
"Veronica cardiocarpa"
"Zelkova carpinifolia"
"Polygala caucasica"
"Cirsium ciliatum"
"Neotorularia contortuplicata"
"Fritillaria crassifolia"
"Oberna cserei"
"Helleborus dumetorum"
"Nonea echioides"
"Opuntia fragilis"
"Crucianella gilanica"
"Carthamus glaucus"
"Helichrysum italicum"
"Clematis jackmanii"
"Pontederia korsakowii"
"Goldbachia laevigata"
"Rumex larinii"
"Anchusa leptophylla"
"Anthericum liliago"
"Astrantia maxima"
"Limonium meyeri"
"Mentha micrantha"
"Lilium monadelphum"
"Anemonastrum fasciculatum"
"Epilobium nutans"
"Colutea orientalis"
"Capsella orientalis"
"Papaver pavoninum"
"Puccinellia poecilantha"
"Valeriana pumila"
"Carduus pycnocephalus  subsp. cinereus"
"Anacyclus pyrethrum"
"Corispermum redowskii"
"Consolida regalis  subsp. paniculata"
"Euphorbia salicifolia"
"Euphorbia sareptana"
"Nigella segetalis"
"Linaria simplex"
"Atriplex sphaeromorpha"
"Lonicera standishii"
"Secale sylvestre"
"Melilotus tauricus"
"Bufonia tenuifolia"
"Neotorularia torulosa"
"Dianthus trifasciculatus  subsp. pseudobarbatus"
"Valeriana uncinata"
"Urtica chamaedryoides"
"Gilia achilleifolia"
"Gilia achilleifolia  subsp. multicaulis"
"Trisetum cernuum"
"Senecio eremophilus"
"Senecio eremophilus  var. eremophilus"
"Cryptantha fendleri"
"Plagiobothrys figuratus"
"Nemophila menziesii  var. atomaria"
"Hackelia micrantha"
"Trifolium microcephalum"
"Oreocarya spiculifera"
"Cryptantha torreyana"
"Trifolium variegatum"
"Paspalum acuminatum"
"Quercus acutissima"
"Argemone albiflora"
"Bifora americana"
"Acmispon americanus"
"Portulaca amilis"
"Hymenoxys anthemoides"
"Brachiaria arizonica"
"Phyllostachys aureosulcata"
"Salvia azurea"
"Aristida basiramea"
"Oenothera berlandieri"
"Stachys biflora"
"Koelreuteria bipinnata"
"Scribneria bolanderi"
"Ludwigia bonariensis"
"Senecio brasiliensis"
"Selaginella braunii"
"Ammoselinum butleri"
"Verbena canescens"
"Dysphania carinata"
"Commelina caroliniana"
"Prunus cerasoides"
"Hypochaeris chillensis"
"Tephrosia cinerea"
"Malvastrum corchorifolium"
"Ilex cornuta"
"Laennecia coulteri"
"Corydalis crystallina"
"Eragrostis cumingii"
"Brachiaria deflexa"
"Lantana depressa"
"Lantana depressa  var. floridana"
"Mosla dianthera"
"Callicarpa dichotoma"
"Cleome diffusa"
"Physostegia digitalis"
"Scutellaria drummondii"
"Spergularia echinosperma"
"Cyperus entrerianus"
"Convolvulus equitans"
"Tridens eragrostoides"
"Dryopteris erythrosora"
"Dicranopteris flexuosa"
"Wisteria formosa"
"Pyracantha fortuneana"
"Wedelia fruticosa"
"Deutzia gracilis"
"Lonicera heckrottii"
"Croton heptalon"
"Plantago hookeriana"
"Acanthospermum humile"
"Glandularia hybrida"
"Castilleja indivisa"
"Jaborosa integrifolia"
"Sphenopholis interrupta"
"Nama jamaicensis"
"Cayratia japonica"
"Cleyera japonica"
"Xyris jupicai"
"Bothriochloa laguroides  subsp. torreyana"
"Atriplex lampa"
"Pycreus lanceolatus"
"Wahlenbergia linarioides"
"Vittaria lineata"
"Polygala longicaulis"
"Aristida longiseta"
"Marsilea macropoda"
"Wahlenbergia marginata"
"Cucurbita melopepo  subsp. texana"
"Phyllostachys meyeri"
"Liriope muscari"
"Astragalus nuttallianus"
"Ligustrum obtusifolium"
"Hymenoxys odorata"
"Gypsophila oldhamiana"
"Paspalum eglume"
"Leptochloa panicoides"
"Gladiolus papilio"
"Rumex paraguayensis"
"Indigastrum parviflorum"
"Pyrrhopappus pauciflorus"
"Cruciata pedemontana"
"Lilium philippinense"
"Brachiaria piligera"
"Ranunculus platensis"
"Packera plattensis"
"Polystichum polyblepharum"
"Agarista populifolia"
"Enteropogon prieurii"
"Bouchea prismatica"
"Diaperia prolifera"
"Pectis prostrata"
"Phyllanthus puberus"
"Aristida purpurea"
"Datura quercifolia"
"Ligustrum quihoui"
"Lycoris radiata"
"Eubotrys recurva"
"Lilium regale"
"Nicotiana repanda"
"Cyperus retroflexus"
"Ceratopteris richardii"
"Aeschynomene rudis"
"Acer saccharum  var. schneckii"
"Oldenlandia salzmannii"
"Leptochloa scabra"
"Acalypha setosa"
"Firmiana simplex"
"Arachniodes simplicior"
"Helianthus simulans"
"Oenothera sinuosa"
"Magnolia soulangeana"
"Liriope spicata"
"Kummerowia stipulacea"
"Aster tataricus"
"Hypolepis tenuifolia"
"Croton texensis"
"Acicarpha tribuloides"
"Veronica undulata"
"Sida urens"
"Lantana urticoides"
"Diaperia verna"
"Diaperia verna  var. drummondii"
"Chloris verticillata"
"Sesbania virgata"
"Pluchea yucatanensis"
"Argemone albiflora  subsp. texana"
"Corispermum americanum"
"Ludwigia brevipes"
"Heterotheca camporum"
"Loropetalum chinense"
"Grindelia ciliata"
"Oenothera clelandii"
"Dichelostemma congestum"
"Eragrostis curtipedicellata"
"Phegopteris decursive-pinnata"
"Bacopa egensis"
"Parietaria floridana"
"Stachys floridana"
"Polystichum luctuosum"
"Nemophila maculata"
"Stellaria neglecta"
"Athyrium niponicum"
"Psilotum nudum"
"Exochorda racemosa"
"Bacopa repens"
"Plantago rhodosperma"
"Camellia sasanqua"
"Portulaca umbraticola"
"Pinus virginiana"
"Quercus virginiana"
"Plantago wrightiana"
"Sida abutifolia"
"Fingerhuthia africana"
"Stachys agraria"
"Euphorbia antisyphilitica"
"Tamarix aralensis"
"Passiflora arida"
"Senna artemisioides"
"Draba brachycarpa"
"Tamarix canariensis"
"Hilaria cenchroides"
"Gilia clivorum"
"Paspalum convexum"
"Dimorphotheca cuneata"
"Boehmeria cylindrica"
"Acmispon denticulatus"
"Fraxinus dipetala"
"Macroptilium gibbosifolium"
"Halogeton glomeratus"
"Cerastium gracile"
"Lobelia gruina"
"Echinochloa holciformis"
"Sesuvium humifusum"
"Solanum interius"
"Astrebla lappacea"
"Zea luxurians"
"Tara cacalaco"
"Acmispon micranthus"
"Tragopogon miscellus"
"Euryops multifidus"
"Bismarckia nobilis"
"Zea perennis"
"Houstonia pusilla"
"Chenopodium quinoa"
"Dactyloctenium radulans"
"Dermatophyllum secundiflorum"
"Alyssum simplex"
"Pogonarthria squarrosa"
"Muhlenbergia sylvatica"
"Verbena urticifolia"
"Verbena xutha"
"Rubus aboriginum"
"Nicotiana acuminata"
"Pennisetum advena"
"Geranium aequale"
"Bromus alopercuros  subsp. caroli-henrici"
"Ulmus americana"
"Vicia americana  var. minor"
"Atriplex amnicola"
"Cupaniopsis anacardioides"
"Crucianella angustifolia"
"Prunus angustifolia"
"Cissus antarctica"
"Salvia argentea"
"Gamochaeta argyrinea"
"Oxalis articulata  f. crassipes"
"Festuca arvernensis"
"Pistacia atlantica"
"Ilex pseudoumbelliformis"
"Centaurea babylonica"
"Crepis bakeri"
"Argyrocytisus battandieri"
"Hypericum beanii"
"Anarrhinum bellidifolium"
"Rytidosperma biannulare"
"Verbascum bombyciferum"
"Limonium brassicifolium"
"Rumex britannica"
"Elymus canadensis"
"Cirsium canescens"
"Crotalaria capensis"
"Solanum cardiophyllum"
"Oxalis magellanica"
"Lithraea caustica"
"Aegopogon cenchroides"
"Stachys chamissonis  var. cooleyae"
"Rhodanthe chlorocephala"
"Eremochloa ciliaris"
"Commelina tuberosa"
"Crassula colligata"
"Euchiton collinus"
"Ampelopsis cordata"
"Philadelphus lewisii"
"Oxalis corniculata  subsp. pilosa"
"Teesdalia coronopifolia"
"Ranunculus cortusifolius"
"Sporobolus creber"
"Cistus creticus  subsp. eriocephalus"
"Erodium cygnorum"
"Juncus cyperoides"
"Cytisus dallimorei"
"Opuntia × demissa"
"Aristida dichotoma"
"Juncus diffusissimus"
"Solanum douglasii"
"Marsilea drummondii"
"Paronychia echinulata"
"Koelreuteria elegans"
"Juncus elliottii"
"Haloragis erecta"
"Rumex erubescens"
"Leucaena esculenta"
"Bothriochloa exaristata"
"Arctotis fastuosa"
"Drosera filiformis  var. tracyi"
"Plantago firma"
"Ephedra foeminea"
"Psoralea fruticans"
"Teucrium fruticans"
"Hunnemannia fumariifolia"
"Aegilops geniculata"
"Rhus glabra"
"Atriplex glauca"
"Synotis glomerata"
"Salsola × gobicola"
"Limonium gougetianum"
"Kallstroemia grandiflora"
"Pelargonium grossularioides"
"Tuberaria guttata"
"Muehlenbeckia hastulata"
"Quercus hemisphaerica"
"Lotus hirsutus"
"Heliomeris hispida"
"Hypericum hookerianum"
"Polypogon imberbis"
"Galium intermedium"
"Carex inversa"
"Euchiton involucratus"
"Passiflora jamesonii"
"Rhynchospora kunthii"
"Solanum lanceolatum"
"Cistus lasianthus"
"Phryma leptostachya"
"Mirabilis linearis"
"Delosperma litorale"
"Salvia longistyla"
"Hymenothrix loomisii"
"Echium lusitanicum"
"Beta macrocarpa"
"Genista maderensis"
"Origanum majoricum"
"Nassella manicata"
"Avicennia marina"
"Ampelodesmos mauritanicus"
"Carex mesochorea"
"Raphanus micranthus"
"Carex molesta"
"Coincya monensis"
"Juniperus monosperma"
"Eucalyptus × mortoniana"
"Scorzoneroides muelleri"
"Volutaria muricata"
"Equisetum myriochaetum"
"Sporobolus nealleyi"
"Amphibromus neesii"
"Aegilops neglecta"
"Senna artemisioides  subsp. artemisioides"
"Pennisetum nervosum"
"Amphibromus nervosus"
"Juncus nodatus"
"Buddleja officinalis"
"Cyperus owanii"
"Carthamus oxyacanthus"
"Arum palaestinum"
"Acaena pallida"
"Ficus palmata"
"Geranium palmatum"
"Rumex palustris"
"Kallstroemia parviflora"
"Agrostis perennans"
"Melampodium perfoliatum"
"Solanum peruvianum"
"Brachypodium phoenicoides"
"Spergularia platensis"
"Schinus polygama"
"Moraea polystachya"
"Geranium potentilloides"
"Centaurea calcitrapa  subsp. calcitrapa"
"Limonium preauxii"
"Sisyrinchium pruinosum"
"Silene pseudoatocion"
"Conicosia pugioniformis"
"Eucalyptus pulverulenta"
"Senecio quadridentatus"
"Woodwardia radicans"
"Francoa"
"Limonium ramosissimum"
"Acacia redolens"
"Cuscuta reflexa"
"Tomostima reptans"
"Rytidosperma richardsonii"
"Euphorbia rigida"
"Mimulus ringens"
"Pseudognaphalium roseum"
"Crepis rubra"
"Porophyllum ruderale  var. macrocephalum"
"Salsola ryanii"
"Buddleja saligna"
"Cirsium scabrum"
"Aloe schimperi"
"Eragrostis secundiflora"
"Bulbine semibarbata"
"Piptochaetium setosum"
"Rosa sicula"
"Chaenomeles sinensis"
"Euchiton sphaericus"
"Hydrocharis spongia"
"Lomelosia stellata"
"Atriplex stipitata"
"Piptochaetium stipoides"
"Aloiampelos striatula"
"Echium strictum"
"Prosopis strombulifera"
"Penstemon subglaber"
"Centaurea sulphurea"
"Agrostis tandilensis"
"Geranium texanum"
"Carex texensis"
"Viburnum tinus  subsp. rigidum"
"Enchylaena tomentosa"
"Lythrum tribracteatum"
"Asclepias tuberosa"
"Asclepias tuberosa  subsp. interior"
"Penstemon venustus"
"Atriplex vesicaria"
"Salsola villosa"
"Oenothera cinerea"
"Cyperus virens"
"Centaurea virgata"
"Salvia virgata"
"Peltandra virginica"
"Planodes virginicum"
"Leptochloa viscida"
"Heteranthemis viscidehirta"
"Crupina vulgaris"
"Prunus × yedoensis"
"Calamagrostis acutiflora"
"Gentiana andrewsii"
"Caragana aurantiaca"
"Juncus balticus  subsp. littoralis"
"Anemopsis californica"
"Caryopteris"
"Lonicera flava"
"Panicum gymnocarpum"
"Euonymus hamiltonianus"
"Rosa × harisonii"
"Chenopodium incisum"
"Malus ioensis"
"Puccinellia lemmonii"
"Viburnum lentago"
"Iberis linifolia"
"Rubus occidentalis"
"Fontanesia phillyreoides"
"Centaurea psammogena"
"Verbascum × pterocaulon"
"Aquilegia pubescens"
"Scutellaria resinosa"
"Ulmus rubra"
"Fallopia scandens"
"Laennecia schiedeana"
"Pseudognaphalium stramineum"
"Spiraea trilobata"
"Stipa webberi"
"Heterotheca zionensis"
"Magnolia acuminata"
"Eupatorium altissimum"
"Rorippa anceps"
"Sabatia angularis"
"Boltonia asteroides  var. latisquama"
"Boltonia asteroides  var. recognita"
"Ambrosia bidentata"
"Juglans × bixbyi"
"Rhododendron calendulaceum"
"Penstemon calycosus"
"Sabatia campestris"
"Halesia carolina"
"Rhododendron carolinianum"
"Rhododendron catawbiense"
"Lappula fremontii"
"Glossostigma cleistanthum"
"Monarda clinopodia"
"Sporobolus contractus"
"Stellaria corei"
"Bassia crassifolia"
"Taxus cuspidata"
"Lespedeza cyrtobotrya"
"Viburnum dilatatum"
"Rumex dissimilis"
"Campanula divaricata"
"Phlox divaricata"
"Helianthus × divariserratus"
"Hypericum dolabriforme"
"Persicaria extremiorientalis"
"Artemisia filifolia"
"Sarracenia flava"
"Weigela floribunda"
"Calycanthus floridus"
"Calycanthus floridus  var. glaucus"
"Hypericum frondosum"
"Wisteria frutescens"
"Pilosella fuscoatra"
"Croton glandulosus  var. septentrionalis"
"Chondrosum gracile"
"Stenanthium gramineum"
"Trillium grandiflorum"
"Penstemon grandiflorus"
"Najas guadalupensis  subsp. olivacea"
"Corylus heterophylla"
"Robinia hispida  var. fertilis"
"Parthenium integrifolium"
"Rhododendron molle  subsp. japonicum"
"Penstemon laevigatus"
"Grindelia lanceolata"
"Hosta lancifolia"
"Strophostyles leiosperma"
"Glycyrrhiza lepidota"
"Liatris ligulistylis"
"Phacelia linearis"
"Chelone lyonii"
"Monarda media"
"Pseudotsuga menziesii  var. glauca"
"Agrimonia microcarpa"
"Cyperus microiria"
"Pappobolus microphyllus"
"Nipponanthemum nipponicum"
"Trillium nivale"
"Lithospermum occidentale"
"Ilex opaca"
"Echinacea pallida"
"Cissus palmata"
"Symplocos paniculata"
"Crepis pannonica"
"Syringa persica"
"Euonymus phellomanus"
"Quercus phellos"
"Ratibida pinnata"
"Fraxinus profunda"
"Hypericum prolificum"
"Stellaria pubera"
"Coreopsis pubescens"
"Campanula punctata"
"Phacelia purshii"
"Hydrangea quercifolia"
"Trillium recurvatum"
"Verbena × rydbergii"
"Kalopanax septemlobus"
"Viburnum setigerum"
"Viburnum sieboldii"
"Xanthorhiza simplicissima"
"Chenopodium standleyanum"
"Rudbeckia subtomentosa"
"Geranium thunbergii"
"Magnolia tripetala"
"Coreopsis tripteris"
"Valerianella umbilicata"
"Rhamnus utilis"
"Hosta ventricosa"
"Pycnanthemum verticillatum  var. pilosum"
"Magnolia virginiana"
"Silene viscaria"
"Phacelia viscida"
"Ginkgo biloba"
"Ilex crenata"
"Magnolia macrophylla"
"Deutzia magnifica"
"Aesculus parviflora"
"Viola patrinii"
"Malus spectabilis"
"Prunus subhirtella"
"Ligustrum tschonoskii"
"Gamochaeta argentina"
"Hemionitis atropurpurea"
"Leucothoe axillaris"
"Poa chapmaniana"
"Juniperus communis  var. depressa"
"Liatris cylindracea"
"Cardamine diphylla"
"Stylophorum diphyllum"
"Taxodium distichum  var. imbricatum"
"Plantago elongata"
"Carex extensa"
"Pieris floribunda"
"Portulaca halimoides"
"Quercus imbricaria"
"Rhynchospora inexpansa"
"Styrax japonicus"
"Carex kobomugi"
"Magnolia kobus"
"Ludwigia leptocarpa"
"Quercus macrocarpa"
"Rhododendron maximum"
"Dionaea muscipula"
"Carex oklahomensis"
"Rubus parvifolius"
"Ludwigia peploides  subsp. glabrescens"
"Eryngium prostratum"
"Cyrilla racemiflora"
"Picea rubens"
"Acer saccharum  subsp. nigrum"
"Carex shortiana"
"Ixeris stolonifera"
"Amsonia tabernaemontana"
"Chaerophyllum tainturieri"
"Cystopteris tennesseensis"
"Isoetes tuckermanii"
"Juncus validus"
"Geum vernum"
"Fragaria vesca  subsp. americana"
"Flueggea acidoton"
"Rumohra adiantiformis"
"Cassia afrofistula"
"Tabernaemontana alba"
"Ficus americana"
"Peperomia amplexicaulis"
"Adiantum anceps"
"Cyrtopodium andersonii"
"Phyllanthus angustifolius"
"Sida antillensis"
"Harpullia arborea"
"Lipocarpha aristulata"
"Iva asperifolia"
"Cryptocoryne beckettii"
"Passiflora belottii"
"Calophyllum brasiliense  var. antillanum"
"Canavalia brasiliensis"
"Dyckia brevifolia"
"Terminalia buceras"
"Artemisia campestris"
"Artemisia campestris  subsp. caudata"
"Ligusticum canadense"
"Trichocentrum carthagenense"
"Caperonia castaneifolia"
"Adiantum caudatum"
"Limnophila chinensis"
"Rumex chrysocarpus"
"Bonnaya ciliata"
"Passiflora ciliata"
"Passiflora coccinea"
"Indigofera colutea"
"Enterolobium contortisiliquum"
"Microstachys corniculata"
"Vachellia cornigera"
"Paspalum coryphaeum"
"Tradescantia crassula"
"Nymphoides hydrophylla"
"Paederia cruddasiana"
"Chloris cucullata"
"Nymphaea daubeniana"
"Ficus deltoidea"
"Spermacoce densiflora"
"Agave de-meesteriana"
"Jasminum dichotomum"
"Cyperus digitatus"
"Eryngium divaricatum"
"Pseudognaphalium domingense"
"Petitia domingensis"
"Stemodia durantifolia"
"Dalbergia ecastaphyllum"
"Chloris elata"
"Stigmaphyllon emarginatum"
"Dianella ensifolia"
"Plantago floccosa"
"Phyllanthus fluitans"
"Cucurbita foetidissima"
"Commelina forskaolii"
"Volkameria glabra"
"Sapium glandulosum"
"Richardia grandiflora"
"Pteris grandifolia"
"Philodendron hederaceum"
"Philodendron hederaceum  var. oxycardium"
"Anthephora hermaphrodita"
"Marsilea hirsuta"
"Coccocypselum hirsutum"
"Corchorus hirsutus"
"Ctenodon histrix"
"Pectis humifusa"
"Rousselia humilis"
"Tectaria incisa"
"Buddleja indica"
"Limnophila indica"
"Zephyranthes insularum"
"Callirhoe involucrata  var. lineariloba"
"Tillandsia ionantha"
"Chromolaena ivaefolia"
"Cymbopogon jwarancusa"
"Ranunculus laxicaulis"
"Paspalum laxum"
"Albizia lebbekoides"
"Cyperus lentiginosus"
"Pombalia linearifolia"
"Haplocarpha lyrata"
"Bonellia macrocarpa"
"Mucuna macrocarpa"
"Sorindeia madagascariensis"
"Paspalum malacophyllum"
"Diospyros maritima"
"Aristolochia maxima"
"Lygodium microphyllum"
"Scoparia montevidensis"
"Leucospora multifida"
"Ceratophyllum muricatum"
"Eleocharis nigrescens"
"Commelina nigritana"
"Casearia nitida"
"Melochia nodiflora"
"Coreopsis nuecensis"
"Callitriche pedunculosa"
"Handroanthus ochraceus"
"Cyperus ochraceus"
"Mikania glomerata"
"Premna odorata"
"Marsilea oligospora"
"Cabomba paliformis"
"Lygodium palmatum"
"Celastrus paniculatus"
"Stellaria parva"
"Plectranthus parviflorus"
"Ophioglossum pendulum"
"Pittosporum pentandrum"
"Luziola peruviana"
"Acmella pilosa"
"Chamaecrista pilosa"
"Indigofera pilosa"
"Bradburia pilosa"
"Cyperus pilosus"
"Paspalum pleostachyum"
"Rhynchosia precatoria"
"Eragrostis prolifera"
"Costus pulverulentus"
"Psychotria punctata"
"Lonchocarpus punctatus"
"Sporobolus purpurascens"
"Cornutia pyramidata"
"Fraxinus quadrangulata"
"Lumnitzera racemosa"
"Eustachys retusa"
"Saribus rotundifolius"
"Encyclia rufa"
"Centrosema sagittatum"
"Sida santaremensis"
"Eragrostis scaligera"
"Globba schomburgkii"
"Chamaedorea seifrizii"
"Glyceria septentrionalis"
"Limnophila sessiliflora"
"Radermachera sinica"
"Sigmoidotropis speciosa"
"Vachellia sphaerocephala"
"Murdannia spirata"
"Bletilla striata"
"Luziola subintegra"
"Lomariopsis tenuifolia"
"Palafoxia texana"
"Palafoxia texana var. ambigua"
"Lupinus texensis"
"Sophora tomentosa  var. occidentalis"
"Acrocomia totai"
"Bidens trichosperma"
"Trichosanthes tricuspidata"
"Sesamum trilobum"
"Croton trinitatis"
"Solanum umbellatum"
"Condea verticillata"
"Marsilea vestita"
"Lespedeza virgata"
"Passiflora vitifolia"
"Cryptocoryne walkeri"
"Najas wrightiana"
"Pouzolzia zeylanica"
"Iva annua"
"Amaranthus australis"
"Lysimachia barystachys"
"Chenopodium berlandieri  var. boscianum"
"Panicum brachyanthum"
"Croton congestus"
"Paspalum conspersum"
"Callisia cordifolia"
"Sesuvium crithmoides"
"Callirhoe digitata"
"Sesbania drummondii"
"Cenchrus flaccidus"
"Bouteloua hirsuta var. hirsuta"
"Chondrosum hirsutum"
"Penstemon hirsutus"
"Prunus hortulana"
"Paspalum intermedium"
"Krigia occidentalis"
"Hoya odorata"
"Deutzia parviflora"
"Eustachys paspaloides"
"Arachis prostrata"
"Ilex rotunda"
"Zelkova serrata"
"Tamarix tetragyna"
"Carya texana"
"Maclura tricuspidata"
"Cirsium undulatum"
"Brugmansia versicolor"
"Oenothera hispida"
"Heliotropium arboreum"
"Frankenia salina"
"Garnotia acutigluma"
"Fimbristylis aestivalis"
"Eucalyptus albens"
"Archontophoenix alexandrae"
"Eucalyptus amygdalina"
"Schoenus apogon"
"Blechnum appendiculatum"
"Heteromeles arbutifolia"
"Torenia asiatica"
"Pseudognaphalium attenuatum"
"Miconia bicolor"
"Passiflora bicornis"
"Epilobium billardiereanum  subsp. cinereum"
"Flindersia brayleyana"
"Eucalyptus bridgesiana"
"Rhynchospora caduca"
"Frangula californica"
"Solidago canadensis var. scabriuscula"
"Bulbostylis capillaris"
"Ilex cassine"
"Citharexylum caudatum"
"Nassella cernua"
"Gonocarpus chinensis  subsp. verrucosus"
"Arthrostemma ciliatum"
"Xyris complanata"
"Cenchrus complanatus"
"Cyperus confertus"
