"x"
"Dactyloctenium aegyptium"
"Ipomoea cairica"
"Pennisetum clandestinum"
"Petroselinum crispum"
"Tetragonia decumbens"
"Petrorhagia dubia"
"Centaurium erythraea"
"Parapholis incurva"
"Euphorbia terracina"
"Reichardia tingitana"
"Triticum aestivum"
"Guizotia abyssinica"
"Papaver aculeatum"
"Juncus acuminatus"
"Sida acuta"
"Juncus acutus"
"Salvinia molesta"
"Digitaria aequiglumis"
"Carpobrotus aequilaterus"
"Leucojum aestivum"
"Zantedeschia aethiopica"
"Asparagus aethiopicus"
"Oenothera affinis"
"Commelina africana"
"Lepidium africanum"
"Eriocephalus africanus"
"Sporobolus africanus"
"Crotalaria agatiflora"
"Cyperus aggregatus"
"Rhamnus alaternus"
"Pseudofumaria alba"
"Salix alba"
"Salix alba var. vitellina"
"Hypochaeris albiflora"
"Cyperus albostriatus"
"Trifolium alexandrinum"
"Sorghum x almum"
"Bromus alopecuros"
"Solidago altissima"
"Juncus amabilis"
"Gnaphalium americanum"
"Malvastrum americanum"
"Heliotropium amplexicaule"
"Veronica anagallis-aquatica"
"Hypericum androsaemum"
"Rubus grabowskii"
"Phalaris angusta"
"Trifolium angustifolium"
"Lupinus angustifolius"
"Lotus angustissimus"
"Gladiolus angustus"
"Lunaria annua"
"Soliva anthemifolia"
"Gnaphalium antillanum"
"Phalaris aquatica"
"Myriophyllum aquaticum"
"Psoralea arborea"
"Schinus areira"
"Juncus aridicola"
"Hypoestes aristata"
"Berberis aristata"
"Dichanthium aristatum"
"Verbena aristigera"
"Ambrosia artemisiifolia"
"Oxalis articulata"
"Stachys arvensis"
"Veronica arvensis"
"Asperula arvensis"
"Sherardia arvensis"
"Viola arvensis"
"Asparagus asparagoides"
"Pelargonium asperum"
"Opuntia aurantiaca"
"Cestrum aurantiacum"
"Phyllostachys aurea"
"Phlebodium aureum"
"Acanthospermum australe"
"Dactyloctenium australe"
"Acalypha australis"
"Petunia axillaris"
"Acacia baileyana"
"Lycium barbarum"
"Tolpis barbata"
"Maurandya barclayana"
"Coprosma baueri"
"Amaryllis belladonna"
"Oxalis bifurca"
"Erigeron floribundus"
"Verbascum blattaria"
"Reynoutria bohemica"
"Verbena bonariensis"
"Watsonia borbonica"
"Erodium botrys"
"Oxalis bowiei"
"Erodium brachycarpum"
"Rosa bracteata"
"Paronychia brasiliana var. pubescens"
"Oxalis brasiliensis"
"Richardia brasiliensis"
"Verbena brasiliensis"
"Bromus brevis"
"Sparaxis bulbifera"
"Panicum bulbosum"
"Passiflora caerulea"
"Dovyalis caffra"
"Sclerolaena calcarata"
"Eschscholzia californica"
"Clytostoma callistegioides"
"Gamochaeta calviceps"
"Amsinckia calycina"
"Ehrharta calycina"
"Lepidium campestre"
"Cinnamomum camphora"
"Solidago canadensis"
"Phoenix canariensis"
"Phalaris canariensis"
"Zephyranthes candida"
"Brugmansia x candida"
"Phyla nodiflora  var. minor"
"Rosa canina"
"Drosera capensis"
"Juncus capensis"
"Nymphaea nouchali  var. caerulea"
"Juncus capillaceus"
"Pelargonium capitatum"
"Juncus capitatus"
"Acacia cardiophylla"
"Gladiolus carneus"
"Cabomba caroliniana"
"Modiola caroliniana"
"Bacopa caroliniana"
"Bromus catharticus"
"Prunus cerasifera"
"Tradescantia cerinthoides"
"Trifolium cernuum"
"Solanum chenopodioides"
"Persicaria chinensis"
"Solanum chrysotrichum"
"Calandrinia ciliata"
"Plectranthus ciliatus"
"Salix cinerea"
"Corymbia citriodora"
"Salvia coccinea"
"Rottboellia cochinchinensis"
"Oxypetalum coeruleum"
"Moraea collina"
"Panicum coloratum"
"Bromus coloratus"
"Kickxia commutata"
"Chlorophytum comosum"
"Ornithopus compressus"
"Hardenbergia comptoniana"
"Lophostemon confertus"
"Cyperus congestus"
"Sphaeropteris cooperi"
"Anredera cordifolia"
"Nephrolepis cordifolia"
"Mesembryanthemum cordifolium"
"Plantago coronopus"
"Selago corymbosa"
"Lupinus cosentinii"
"Hygrophila costata"
"Senecio crassiflorus"
"Pittosporum crassifolium"
"Ardisia crenata"
"Pyracantha crenulata"
"Erythrina crista-galli"
"Crocosmia x crocosmiiflora"
"Amphilophium crucigerum"
"Echinochloa crus-pavonis"
"Acacia cultriformis"
"Vellereophyton dealbatum"
"Monopsis debilis"
"Oxalis debilis"
"Indigofera incarnata"
"Monstera deliciosa"
"Elodea densa"
"Juncus dichotomus"
"Jasminum didymum  subsp. racemosum"
"Aponogeton distachyos"
"Achillea distans"
"Hordeum distichon"
"Eustachys distichophylla"
"Trachyandra divaricata"
"Sorbus domestica"
"Nandina domestica"
"Pelargonium domesticum"
"Oenothera drummondii"
"Papaver dubium"
"Cyperus dubius"
"Buddleja dysophylla"
"Atriplex eardleyae"
"Aristea ecklonii"
"Plectranthus ecklonii"
"Dimorphotheca ecklonis"
"Juncus effusus"
"Kickxia elatine"
"Opuntia elatior"
"Cestrum elegans"
"Rubus ellipticus"
"Elymus elongatus"
"Verbesina encelioides"
"Cyperus eragrostis"
"Schoenoplectiella erecta"
"Ehrharta erecta"
"Crassula ericoides"
"Diplazium esculentum"
"Fagopyrum esculentum"
"Cyperus esculentus"
"Heliotropium europaeum"
"Cyrtomium falcatum"
"Asparagus falcatus"
"Convolvulus farinosus"
"Festuca fasciculata"
"Cestrum fasciculatum"
"Sporobolus fertilis"
"Passiflora filamentosa"
"Cicendia filiformis"
"Axonopus fissifolius"
"Asphodelus fistulosus"
"Moraea flaccida"
"Cardamine flexuosa"
"Ixia flexuosa"
"Chasmanthe floribunda"
"Tradescantia fluminensis"
"Paederia foetida"
"Lilium formosanum"
"Callisia fragrans"
"Pelargonium fragrans"
"Paronychia franciscana"
"Echinochloa frumentacea"
"Brassica fruticulosa"
"Leptochloa fusca  subsp. uninervia"
"Hedychium gardnerianum"
"Panicum gilvum"
"Tritonia gladiolaris"
"Senecio glastifolius"
"Cotoneaster glaucophyllus"
"Pennisetum glaucum"
"Tephrosia glomeruliflora"
"Nothoscordum gracile"
"Froelichia gracilis"
"Manihot grahamii"
"Tephrosia grandiflora"
"Portulaca grandiflora"
"Dittrichia graveolens"
"Gladiolus gueinzii"
"Cyperus gymnocaulos"
"Baccharis halimifolia"
"Pavonia hastata"
"Ipomoea hederifolia"
"Muraltia heisteria"
"Nierembergia linariifolia"
"Hyparrhenia hirta"
"Verbena hispida"
"Ageratum houstonianum"
"Cleome houtteana"
"Salix humboldtiana"
"Richardia humistrata"
"Limonium hyblaeum"
"Roemeria hispida"
"Amaranthus hybridus  subsp. quitensis"
"Rumex hymenosepalus"
"Cuphea hyssopifolia"
"Juncus imbricatus"
"Tephrosia inandensis"
"Crotalaria incana"
"Oxalis incarnata"
"Linaria incarnata"
"Trifolium incarnatum"
"Verbena incompta"
"Oenothera indecora"
"Ipomoea indica"
"Rhaphiolepis indica"
"Medicago intertexta"
"Cyperus iria"
"Digitaria ischaemum"
"Setaria italica"
"Arum italicum"
"Acacia iteaphylla"
"Physalis ixocarpa"
"Hypericum fauriei"
"Lygodium japonicum"
"Aristida jerichoensis"
"Murdannia keisak"
"Selaginella kraussiana"
"Medicago laciniata"
"Prunella laciniata"
"Rubus laciniatus"
"Herbertia lahue"
"Crotalaria lanceolata"
"Polygala lancifolia"
"Bupleurum lancifolium"
"Parentucellia latifolia"
"Oxalis latifolia"
"Typha latifolia"
"Rubus pensilvanicus"
"Mandevilla laxa"
"Freesia laxa"
"Solanum laxum"
"Rubus leightonii"
"Leonotis leonurus"
"Atriplex leptocarpa"
"Spergula levis"
"Isolepis levynsiana"
"Dipogon lignosus"
"Oenothera lindheimeri"
"Schoenoplectiella lineolata"
"Genista linifolia"
"Solanum linnaeanum"
"Verbena litoralis"
"Rubus loganobaccus"
"Oenothera longiflora"
"Ludwigia longifolia"
"Physalis longifolia"
"Paraserianthes lophantha"
"Proboscidea louisiana"
"Rosa luciae"
"Ligustrum lucidum"
"Crotalaria beddomeana"
"Cupressus lusitanica"
"Erica lusitanica"
"Ibicella lutea"
"Lupinus luteus"
"Agropogon x lutosus"
"Cineraria lyratiformis"
"Asparagus macowanii"
"Amaranthus macrocarpus"
"Senecio macroglossus"
"Pennisetum macrourum"
"Aloe maculata"
"Buddleja madagascariensis"
"Melianthus major"
"Tropaeolum majus"
"Paspalum mandiocanum"
"Hordeum marinum  subsp. gussoneanum"
"Sagina maritima"
"Crithmum maritimum"
"Eryngium maritimum"
"Zoysia matrella"
"Glyceria maxima"
"Amsinckia menziesii  var. intermedia"
"Watsonia meriana"
"Nymphaea mexicana"
"Eragrostis mexicana"
"Sisyrinchium micranthum"
"Hypochaeris microcephala"
"Juncus microcephalus"
"Opuntia microdasys"
"Tetragonia microptera"
"Panicum miliaceum"
"Piptatherum miliaceum"
"Sanguisorba minor"
"Eleocharis minuta"
"Amaranthus mitchellii"
"Holcus mollis"
"Oenothera mollissima"
"Vicia monantha"
"Osteospermum moniliferum"
"Crataegus monogyna"
"Lantana montevidensis"
"Crinum moorei"
"Passiflora morifolia"
"Erythranthe moschata"
"Crassula multicava"
"Malva multiflora"
"Senna multiglandulosa"
"Lampranthus multiradiatus"
"Galium murale"
"Vulpia muralis"
"Carex muricata"
"Echinochloa muricata"
"Plantago myosuros"
"Cucumis myriocarpus"
"Polygala myrtifolia"
"Allium neapolitanum"
"Nassella neesiana"
"Malva neglecta"
"Malva nicaeensis"
"Phyllostachys nigra"
"Populus nigra"
"Salix nigra"
"Festuca nigrescens"
"Cestrum nocturnum"
"Scrophularia nodosa"
"Paspalum notatum"
"Symphyotrichum novi-belgii"
"Microstegium nudum"
"Euphorbia oblongata"
"Celtis occidentalis"
"Moraea ochroleuca"
"Argemone ochroleuca"
"Phytolacca octandra"
"Kyllinga odorata"
"Asparagus officinalis"
"Verbena officinalis"
"Nerium oleander"
"Brassica oleracea"
"Allium oleraceum"
"Conringia orientalis"
"Salpichroa origanifolia"
"Eleocharis pachycarpa"
"Eleocharis pallens"
"Tradescantia pallida"
"Setaria palmifolia"
"Ludwigia palustris"
"Eryngium pandanifolium"
"Pogonatherum paniceum"
"Talinum paniculatum"
"Cotoneaster pannosus"
"Tetrapanax papyrifer"
"Cyperus papyrus"
"Phalaris paradoxa"
"Euphorbia paralias"
"Cestrum parqui"
"Setaria parviflora"
"Eleocharis parvula"
"Lagunaria patersonia"
"Pinus patula"
"Scandix pecten-veneris"
"Hibiscus pedunculatus"
"Linaria pelisseriana"
"Gibasis pellucida"
"Senna pendula"
"Cenchrus pennisetiformis"
"Gamochaeta pensylvanica"
"Strobilanthes anisophylla"
"Ludwigia peruviana"
"Roldana petasitis"
"Leptospermum petersonii"
"Alternanthera philoxeroides"
"Solanum physalifolium"
"Solanum nitidibaccatum"
"Lupinus pilosus"
"Pinus pinaster"
"Psoralea pinnata"
"Eucalyptus planchoniana"
"Sagittaria platyphylla"
"Dimorphotheca pluvialis"
"Acacia podalyriifolia"
"Rubus polyanthemus"
"Jasminum polyanthum"
"Ixia polystachya"
"Maclura pomifera"
"Arctotheca populifolia"
"Trianthema portulacastrum"
"Amaranthus powellii"
"Sedum praealtum"
"Medicago praecox"
"Malva preissiana"
"Chamaecytisus prolifer  subsp. palmensis"
"Isolepis prolifera"
"Narcissus pseudonarcissus"
"Ambrosia psilostachya"
"Senecio pterophorus"
"Aizoon pubescens"
"Alstroemeria aurea"
"Ficus pumila"
"Atriplex pumilio"
"Oxalis purpurea"
"Gamochaeta purpurea"
"Acacia pycnantha"
"Cicendia quadrangularis"
"Paspalum quadrifarium"
"Parthenocissus quinquefolia"
"Scutellaria racemosa"
"Pinus radiata"
"Solanum radicans"
"Epidendrum radicans"
"Tamarix ramosissima"
"Cyperus reflexus"
"Heteranthera reniformis"
"Callisia repens"
"Ludwigia repens"
"Panicum repens"
"Coprosma repens"
"Facelis retusa"
"Gazania rigens"
"Cyperus rigens"
"Verbena rigida"
"Ageratina riparia"
"Geranium robertianum"
"Bolboschoenus robustus"
"Rubus flagellaris"
"Romulea rosea"
"Oenothera rosea"
"Sisyrinchium rosulatum"
"Rotala rotundifolia"
"Valeriana rubra"
"Rosa rubiginosa"
"Hyparrhenia rufa"
"Rubus rugosus"
"Rumex sagittatus"
"Crassula sarmentosa"
"Vicia sativa  subsp. nigra"
"Oryza sativa"
"Lathyrus oleraceus"
"Trifolium scabrum"
"Asparagus scandens"
"Cobaea scandens"
"Panicum schinzii"
"Solanum seaforthianum"
"Gelsemium sempervirens"
"Isolepis sepulcralis"
"Araujia sericifera"
"Arenaria serpyllifolia  subsp. leptoclados"
"Photinia serratifolia"
"Ochna serrulata"
"Soliva sessilis"
"Asparagus setaceus"
"Ceratonia siliqua"
"Calystegia silvatica"
"Ligustrum sinense"
"Miscanthus sinensis"
"Solanum sisymbriifolium"
"Soleirolia soleirolii"
"Papaver somniferum  subsp. setigerum"
"Crassula spathulata"
"Oenothera speciosa"
"Acacia spectabilis"
"Setaria sphacelata"
"Gymnocoronis spilanthoides"
"Cenchrus spinifex"
"Sida spinosa"
"Kickxia spuria"
"Ruellia squarrosa"
"Gnidia squarrosa"
"Richardia stellaris"
"Isolepis stellata"
"Genista stenopetala"
"Lavandula stoechas"
"Trifolium striatum"
"Babiana nervosa"
"Oenothera stricta"
"Nemesia strumosa"
"Bidens subalternans"
"Briza subaristata"
"Lotus subbiflorus"
"Passiflora suberosa"
"Argemone subfusiformis"
"Passiflora subpeltata"
"Utricularia subulata"
"Symphyotrichum subulatum"
"Toxicodendron succedaneum"
"Trifolium suffocatum"
"Gloriosa superba"
"Viburnum suspensum"
"Erythrina sykesii"
"Campsis tagliabuana"
"Senecio tamoides"
"Phacelia tanacetifolia"
"Passiflora tarminiana"
"Narcissus tazetta"
"Eragrostis tef"
"Lampranthus tegens"
"Centaurium tenuiflorum"
"Ambrosia tenuifolia"
"Juncus tenuis"
"Crassula tetragona"
"Vicia tetrasperma"
"Nuttallanthus texanus"
"Verbascum thapsus"
"Selago canescens"
"Carthamus tinctorius"
"Lathyrus tingitanus"
"Trifolium tomentosum"
"Coincya tournefortii"
"Cynodon transvaalensis"
"Nassella trichotoma"
"Sparaxis tricolor"
"Galium tricornutum"
"Solanum triflorum"
"Linum trigynum"
"Malva trimestris"
"Bidens tripartita"
"Calceolaria tripartita"
"Trianthema triquetra"
"Allium triquetrum"
"Odontonema tubaeforme"
"Gladiolus undulatus"
"Dolichandra unguis-cati"
"Ipheion uniflorum"
"Pleroma urvilleanum"
"Tillandsia usneoides"
"Digitaria velutina"
"Pyrostegia venusta"
"Barbarea verna"
"Plectranthus verticillatus"
"Rumex vesicarius"
"Rubus vestitus"
"Calyptocarpus vialis"
"Vicia villosa"
"Vicia villosa  subsp. varia"
"Ehrharta villosa"
"Pennisetum villosum"
"Verbascum virgatum"
"Asparagus virgatus"
"Physostegia virginiana"
"Andropogon virginicus"
"Polypogon viridis"
"Hemionitis viridis"
"Parentucellia viscosa"
"Cyperus vorsteri"
"Impatiens walleriana"
"Plantago weldenii"
"Ipomoea wightii"
"Juncus acutiflorus"
"Juglans ailantifolia"
"Pentaschistis airoides"
"Ranunculus aquatilis  var. diffusus"
"Ilex aquifolium"
"Berberis aquifolium"
"Cupressus arizonica"
"Muscari armeniacum"
"Sorghum arundinaceum"
"Anthemis arvensis"
"Linaria arvensis"
"Cordyline australis"
"Celtis australis"
"Dianthus barbatus"
"Hypericum bellum"
"Poa bulbosa"
"Saponaria calabrica"
"Hypericum calycinum"
"Juncus canadensis"
"Sedum cespitosum"
"Silene chalcedonica"
"Pinus contorta"
"Silene coronaria"
"Deutzia crenata"
"Photinia lasiogyna"
"Austrocylindropuntia cylindrica"
"Gladiolus dalenii"
"Berberis darwinii"
"Glyceria declinata"
"Galium divaricatum"
"Hypericum elodes"
"Moenchia erecta"
"Pittosporum eugenioides"
"Ranunculus flammula"
"Iris foetidissima"
"Leycesteria formosa"
"Cotoneaster franchetii"
"Hemerocallis fulva"
"Lamium galeobdolon"
"Turritis glabra"
"Erica glandulosa"
"Trifolium globosum"
"Alnus glutinosa"
"Abelia grandiflora"
"Collomia grandiflora"
"Veronica hederifolia"
"Billardiera heterophylla"
"Grindelia hirsutula"
"Ulmus hollandica"
"Psilurus incurvus"
"Aesculus indica"
"Hypericum kouytchense"
"Lilium lancifolium"
"Arctium lappa"
"Silene latifolia"
"Prunus laurocerasus"
"Chamaecyparis lawsoniana"
"Carex leporina"
"Rubus leucostachys"
"Cenchrus longispinus"
"Prunus lusitanica"
"Reseda lutea"
"Hydrangea macrophylla"
"Fuchsia magellanica"
"Cotoneaster microphyllus"
"Romulea minutiflora"
"Acanthus mollis"
"Clematis montana"
"Sclerolaena muricata  var. semiglabra"
"Onopordum myriacanthum"
"Brassica napus"
"Sambucus nigra"
"Pinus nigra  subsp. laricio"
"Silene noctiflora"
"Hyacinthoides non-scripta"
"Hypericum patulum"
"Dierama pendulum"
"Margyricarpus pinnatus"
"Rhododendron ponticum"
"Agapanthus praecox"
"Rumex pratensis"
"Aira provincialis"
"Acer pseudoplatanus"
"Kyllinga pulchella"
"Acacia pulchella"
"Dierama pulcherrimum"
"Cerastium pumilum"
"Centromadia pungens  subsp. pungens"
"Linanthus pungens"
"Pittosporum ralphii"
"Potentilla recta"
"Ajuga reptans"
"Juniperus rigida  var. conferta"
"Pyracantha rogersiana"
"Cotoneaster rotundifolius"
"Fallopia sachalinensis"
"Utricularia sandersonii"
"Ranunculus sardous"
"Madia sativa"
"Bergenia schmidtii"
"Prunus serotina"
"Cotoneaster simonsii"
"Echinops sphaerocephalus"
"Galium spurium"
"Leucanthemum superbum"
"Myosotis sylvatica"
"Phormium tenax"
"Berberis thunbergii"
"Ornithogalum thyrsoides"
"Genista tinctoria"
"Plantago turrifera"
"Rubus ulmifolius"
"Ornithogalum umbellatum"
"Melaleuca uncinata"
"Arbutus unedo"
"Kniphofia uvaria"
"Draba verna  var. praecox"
"Ligustrum vulgare"
"Jacobaea vulgaris"
"Cotoneaster watereri"
"Onopordum acaulon"
"Bidens bipinnata"
"Cotula bipinnata"
"Stipa brachychaeta"
"Croton capitatus"
"Leonurus cardiaca"
"Stipa caudata"
"Secale cereale"
"Helianthus ciliaris"
"Puccinellia ciliata"
"Ambrosia confertiflora"
"Glaucium corniculatum"
"Anoda cristata"
"Oenothera curtiflora"
"Euphorbia davidii"
"Carthamus dentatus"
"Solanum elaeagnifolium"
"Opuntia elata"
"Cichorium endivia"
"Berula erecta"
"Sparganium erectum"
"Euphorbia falcata"
"Nerine filifolia"
"Lessertia frutescens"
"Linaria genistifolia"
"Gaillardia grandiflora"
"Heterotheca grandiflora"
"Astragalus hamosus"
"Peganum harmala"
"Physalis hederifolia"
"Panicum hillmanii"
"Trifolium hirtum"
"Kalanchoe x houghtonii"
"Opuntia humifusa"
"Rivina humilis"
"Nassella hyalina"
"Onopordum illyricum"
"Cylindropuntia imbricata"
"Bothriochloa insculpta"
"Echium italicum"
"Oenothera laciniata"
"Podospermum laciniatum  subsp. decumbens"
"Meniocus linifolius"
"Scolymus maculatus"
"Alhagi maurorum"
"Adonis microcarpa"
"Moraea miniata"
"Vicia monantha  subsp. monantha"
"Osteospermum monstrosum"
"Sagittaria montevidensis"
"Urochloa mosambicensis"
"Amaranthus muricatus"
"Scorpiurus muricatus"
"Acacia murrayana"
"Ornithogalum orthophyllum"
"Calibrachoa parviflora"
"Oxalis perdicaria"
"Zinnia peruviana"
"Solanum rostratum"
"Ornithopus sativus"
"Cerastium semidecandrum"
"Moraea setifolia"
"Croton setigerus"
"Limonium sinuatum"
"Verbascum sinuatum"
"Withania somnifera"
"Soliva stolonifera"
"Opuntia streptacantha"
"Verbena supina"
"Brachiaria texana"
"Harrisia tortuosa"
"Cereus hildmannianus  subsp. uruguayanus"
"Prosopis velutina"
"Trifolium vesiculosum"
"Onobrychis viciifolia"
"Datura wrightii"
"Brachychiton acerifolius"
"Rumex brownii"
"Psidium cattleianum"
"Aloiampelos ciliaris"
"Rottboellia coelorachis"
"Malvastrum coromandelianum"
"Senecio elegans"
"Canna generalis"
"Casuarina glauca"
"Guilandina major"
"Araucaria heterophylla"
"Gladiolus hortulanus"
"Lythrum hyssopifolia"
"Hibiscus mutabilis"
"Juncus pallidus"
"Ranunculus parviflorus"
"Lobelia purpurascens"
"Papaver rhoeas"
"Pleioblastus simonii"
"Citrus taitensis"
"Dracaena trifasciata"
"Chloris truncata"
"Pittosporum undulatum"
"Eugenia uniflora"
"Heptapleurum actinophyllum"
"Asparagus africanus"
"Rubus alceifolius"
"Hymenachne amplexicaulis"
"Dichanthium annulatum"
"Aloe arborescens"
"Malvaviscus arboreus"
"Carex arenaria"
"Kleinia articulata"
"Listia bainesii"
"Commelina benghalensis"
"Nicoteba betonica"
"Escallonia bifida"
"Habranthus brachyandrus"
"Ruellia brevifolia"
"Schoenoplectus californicus"
"Pityrogramma austroamericana"
"Miconia calvescens"
"Nuttallanthus canadensis"
"Hymenocallis caribaea"
"Zephyranthes carinata"
"Justicia pacifica"
"Stachytarpheta cayennensis"
"Carpesium cernuum"
"Polypogon chilensis"
"Ethulia conyzoides"
"Glebionis coronaria"
"Nigella damascena"
"Urochloa eminii"
"Hebenstretia dentata"
"Phytolacca dioica"
"Cucumis dipsaceus"
"Crotalaria distans"
"Athertonia diversifolia"
"Cleome dodecandra"
"Leptochloa dubia"
"Scoparia dulcis"
"Sicyos edulis"
"Pinus elliottii"
"Ardisia elliptica"
"Lophospermum erubescens"
"Agrimonia eupatoria"
"Chamaecrista fasciculata"
"Mayaca fluviatilis"
"Passiflora vesicaria"
"Torenia fournieri"
"Pascalia glauca"
"Crotalaria goreensis"
"Crotalaria grahamiana"
"Montanoa hibiscifolia"
"Hypericum hypericoides"
"Handroanthus impetiginosus"
"Dichrocephala integrifolia"
"Iris laevigata"
"Rosa laevigata"
"Eschenbachia leucantha"
"Salvia leucantha"
"Eupatorium lindleyanum"
"Acroceras macrum"
"Drimiopsis maculata"
"Lagarosiphon major"
"Melastoma malabathricum"
"Abelmoschus manihot"
"Callianthe megapotamica"
"Cucumis metuliferus"
"Jacaranda mimosifolia"
"Passiflora miniata"
"Elephantopus mollis"
"Cleome monophylla"
"Senna multijuga"
"Rotheca myricoides"
"Sporobolus natalensis"
"Strelitzia nicolai"
"Paspalum nicorae"
"Rubus niveus"
"Acokanthera oblongifolia"
"Euphorbia ophthalmica"
"Crotalaria pallida  var. obovata"
"Murraya paniculata"
"Broussonetia papyrifera"
"Ulmus parvifolia"
"Cecropia peltata"
"Triodanis perfoliata"
"Physalis philadelphica"
"Hypoestes phyllostachya"
"Portulaca pilosa"
"Oncosiphon piluliferum"
"Setaria poiretiana"
"Hygrophila polysperma"
"Echinochloa polystachya"
"Podocoma hieraciifolia"
"Lindernia procumbens"
"Mecardonia procumbens"
"Polypremum procumbens"
"Cyperus prolifer"
"Kalanchoe prolifera"
"Iris pseudacorus"
"Centratherum punctatum"
"Echinochloa pyramidalis"
"Sporobolus pyramidalis"
"Themeda quadrivalvis"
"Vigna racemosa"
"Panicum racemosum"
"Lycianthes rantonnetii"
"Chamaecrista rotundifolia"
"Rosa roxburghii"
"Triglochin scilloides"
"Paspalum scrobiculatum"
"Triadica sebifera"
"Cenchrus setiger"
"Ruellia simplex"
"Celtis sinensis"
"Ursinia speciosa"
"Ceiba speciosa"
"Kummerowia striata"
"Cuscuta suaveolens"
"Brugmansia suaveolens"
"Pinus taeda"
"Hexasepalum teres"
"Lotus tetragonolobus"
"Dichorisandra thyrsiflora"
"Cleome trachysperma"
"Habranthus tubispathus"
"Cotula turbinata"
"Selenicereus undatus"
"Solanum viarum"
